NA,s10,s100,s1000,smax,uplift,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,length,h0,popdens,wetland,psig0,psig0coef,psigA,psigB,rsig0,rsigA,rsigB,s10000
RussianFederation648,0.158,0.324,0.497,3.497,0.03,492,81,52,49,87,82.333333333,82.333333333,82.333333333,98.75,98.75,98.75,98.75,121.5,121.5,121.5,71.385,0.352,24.246,0,0.091065868,2.162447161,0.055823833,35.87978342,0.091065868,0.163038018,49.05312935,0.988729795
RussianFederation649,0.149,0.305,0.467,3.467,0.022,62,15,21,18,20,92.666666667,92.666666667,92.666666667,67.5,67.5,67.5,67.5,70.75,70.75,70.75,62.252,0.328,23.953,0,0.211791503,3.613044312,0.056616761,25.199368059,0.211791503,0.169662638,34.581210191,0.926952279
RussianFederation650,0.24,0.502,0.78,3.78,2.026,2565,538,542,570,629,860.333333333,860.333333333,860.333333333,1305.25,1305.25,1305.25,1305.25,909.25,909.25,909.25,188.885,0.537,78.198,0,0.038178342,0.721312656,0.072019243,27.85994231,0.038178342,0.18795098,39.456080042,1.599197685
RussianFederation651,0.171,0.352,0.542,3.542,0.02,156,11,20,13,8,33.666666667,33.666666667,33.666666667,74,74,74,74,36,36,36,63.513,0.436,60.473,0,0.057271019,1.081971419,0.071114961,28.03286536,0.057271019,0.187978038,39.451696834,1.083577508
RussianFederation652,0.183,0.379,0.585,3.585,0.014,415,60,73,61,37,21,21,21,26.75,26.75,26.75,26.75,24.75,24.75,24.75,218.923,0.467,72.267,0,0.057267513,1.081968984,0.071078221,28.039152014,0.057267513,0.187949101,39.456336415,1.181592928
RussianFederation653,0.131,0.266,0.405,3.405,0.03,39,2,2,1,1,1.333333333,1.333333333,1.333333333,9.75,9.75,9.75,9.75,11.25,11.25,11.25,9.125,0.329,0,0,0.038178342,0.721312656,0.072019243,27.85994231,0.038178342,0.18795098,39.456080042,0.794318208
RussianFederation654,0.139,0.284,0.434,3.434,0.03,47,1,2,2,2,6.666666667,6.666666667,6.666666667,8.5,8.5,8.5,8.5,6.25,6.25,6.25,12.379,0.471,864.819,0,0.057271019,1.081971419,0.071114961,28.03286536,0.057271019,0.187978038,39.451696834,0.85943605
RussianFederation655,0.108,0.217,0.328,3.328,0.03,16,2,3,1,1,2.333333333,2.333333333,2.333333333,2.25,2.25,2.25,2.25,2.5,2.5,2.5,28.269,0.348,78.899,0,0.038180114,0.721314094,0.072054446,27.85394468,0.038180114,0.187974759,39.451903669,0.633305513
RussianFederation656,0.105,0.211,0.317,3.317,0.03,1,1,1,2,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.25,0.25,0.25,17.233,0.333,361.656,0,0.114540343,2.163942282,0.073475311,27.960713427,0.114540343,0.189860121,39.428552632,0.614679214
RussianFederation657,0.105,0.211,0.318,3.318,0.04,6,3,4,1,1,1.333333333,1.333333333,1.333333333,2.75,2.75,2.75,2.75,1.5,1.5,1.5,39.848,0.36,436.554,0,0.037661969,0.721960765,0.057042347,28.187164084,0.037661969,0.16563289,38.903887885,0.615343512
RussianFederation658,0.115,0.233,0.352,3.352,0.04,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.959,0.334,408.99,0,0.074658675,1.443836488,0.05872216,28.241515696,0.074658675,0.169799196,38.996419318,0.690981911
RussianFederation659,0.115,0.232,0.351,3.351,0.04,1,1,1,2,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,20.917,0,112.069,0,0.03732938,0.721918538,0.057629944,28.19398054,0.03732938,0.166296743,39.097540959,0.682632689
RussianFederation660,0.105,0.212,0.319,3.319,0.06,7,6,1,1,2,2.333333333,2.333333333,2.333333333,1.5,1.5,1.5,1.5,3,3,3,70.857,0.286,88.964,0,0.057271019,1.081971419,0.071114961,28.03286536,0.057271019,0.187978038,39.451696834,0.623614447
RussianFederation661,0.115,0.233,0.353,3.353,0.1,10,5,5,1,4,3.666666667,3.666666667,3.666666667,4,4,4,4,3,3,3,81.771,0.234,34.195,0,0.076815348,1.440972672,0.092129433,28.187465983,0.076815348,0.209801949,41.399948862,0.691653626
RussianFederation662,0.115,0.231,0.35,3.35,0.11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.084,0,118.269,0,0.231023624,5.049362626,0.05560608,33.16138121,0.231023624,0.166357508,45.184045747,0.674336482
Spain8445,0.104,0.207,0.311,3.311,-0.22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,12.109,0,33.194,0,0.060690552,1.440869253,0.054686224,36.156329936,0.060690552,0.158610953,49.838871793,0.591944449
Spain8446,0.103,0.207,0.311,3.311,-0.22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,14.987,0,447.77,0,0.061439444,1.441088672,0.054448937,36.025165299,0.061439444,0.15860418,49.296995159,0.603139963
Spain8447,0.104,0.208,0.312,3.312,-0.215,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,90.845,0,57.347,0,0.031143791,0.720841382,0.058738734,35.191578368,0.031143791,0.169532956,48.064186615,0.60006086
Spain8452,0.103,0.207,0.311,3.311,-0.23,1,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,88.231,0,31.066,0,0.091785152,1.446280684,0.057373312,22.96592688,0.091785152,0.172555284,31.560635815,0.603140394
Spain8469,0.103,0.207,0.311,3.311,-0.227,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,75.168,0,47.511,5.976,0.062831129,1.441797947,0.059314438,34.687587968,0.062831129,0.168529997,48.308480566,0.603139963
Spain8476,0.104,0.208,0.312,3.312,-0.23,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8.022,0,339.515,0,0.047106699,1.081326408,0.058826003,34.940443664,0.047106699,0.170324988,47.755362655,0.60006044
Spain8477,0.103,0.207,0.311,3.311,-0.23,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,72.973,0,141.512,0,0.061364188,1.440990949,0.053763972,36.046858724,0.061364188,0.159523318,49.110631331,0.603140375
Spain8478,0.103,0.207,0.311,3.311,-0.23,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.7,0,450.478,0,0.030383677,0.720461432,0.05445148,36.147308372,0.030383677,0.160038887,49.307828375,0.603139963
Spain8550,0.106,0.212,0.32,3.32,-0.269,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,232.88,0,21.955,25.266,0.031161778,0.720864482,0.058630411,35.206443917,0.031161778,0.165591373,48.73609632,0.612899256
Spain8557,0.105,0.211,0.317,3.317,-0.277,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,111.547,0,40.036,13.3935,0.030766747,0.720797083,0.060812555,35.036405583,0.030766747,0.167066965,48.917127216,0.6146792
Spain8558,0.107,0.214,0.322,3.322,-0.28,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.193,0,1592.36,0,0.077049427,1.44420959,0.059163586,27.285176826,0.077049427,0.167710756,37.963165701,0.618024755
Spain8559,0.108,0.217,0.326,3.326,-0.278,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,26.059,0,88.088,7.6605,0.043486949,0.722783974,0.055797368,24.255714606,0.043486949,0.1712267,33.24912081,0.631987445
Turkey677,0.106,0.214,0.323,3.323,0.011,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,44.685,0,24.732,0,0.053803693,0.724033316,0.058797414,19.558373772,0.053803693,0.165087929,27.664375661,0.630056465
Ukraine630,0.157,0.322,0.493,3.493,-0.083,10,7,17,11,8,7.666666667,7.666666667,7.666666667,11,11,11,11,13.25,13.25,13.25,53.375,0.378,40.969,2.1,0.043223863,0.722745626,0.055139183,24.552403575,0.043223863,0.170410266,33.582548474,0.982307532
Ukraine625,0.164,0.337,0.517,3.517,-0.041,1,1,1,10,9,9,9,9,5.25,5.25,5.25,5.25,2.75,2.75,2.75,20.378,0.248,40.244,0,0.057338,1.083092507,0.058401576,27.455356504,0.057338,0.167529727,38.279164261,1.032597321
Ukraine626,0.123,0.25,0.38,3.38,-0.09,7,1,1,1,1,1,1,1,8.5,8.5,8.5,8.5,6,6,6,52.64,0.208,32.799,0,0.063461088,1.441921866,0.061050134,34.074900909,0.063461088,0.168945849,47.783724947,0.747538393
Ukraine627,0.14,0.285,0.435,3.435,-0.09,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.479,0,514.718,0,0.031682409,0.720948481,0.06043142,34.069202229,0.031682409,0.169034531,47.131411034,0.855995472
Ukraine628,0.132,0.269,0.409,3.409,-0.084,1,1,1,1,5,3,3,3,3.5,3.5,3.5,3.5,3.75,3.75,3.75,20.854,0.375,2233.47,0,0.03195284,0.720954638,0.055263351,34.654930068,0.03195284,0.171962905,46.264705516,0.808562365
Ukraine629,0.18,0.372,0.574,3.574,-0.08,13,6,6,1,2,1,1,1,1.75,1.75,1.75,1.75,2.75,2.75,2.75,12.364,0.493,41.028,0,0.031730309,0.720960623,0.059493134,34.289507815,0.031730309,0.167653698,47.395494895,1.154861276
Ukraine573,0.164,0.337,0.518,3.518,0,151,2,4,1,1,1.666666667,1.666666667,1.666666667,1.25,1.25,1.25,1.25,2.75,2.75,2.75,7.158,0.235,158.549,0,0.032876751,0.721114111,0.060345163,32.824770773,0.032876751,0.171302294,45.199332426,1.033263725
Ukraine574,0.164,0.338,0.519,3.519,0,71,9,13,13,12,8.333333333,8.333333333,8.333333333,7.5,7.5,7.5,7.5,14.25,14.25,14.25,165.109,0.248,38.18,0,0.203873873,3.970334242,0.057464886,29.017733164,0.203873873,0.171085963,39.258244228,1.04197826
Ukraine575,0.179,0.369,0.57,3.57,0,45,2,3,2,1,1,1,1,1,1,1,1,0.25,0.25,0.25,12.226,0.505,902.148,0,0.031556437,0.721094428,0.055477672,34.439201738,0.031556437,0.165445863,46.562572011,1.140321644
Ukraine576,0.193,0.399,0.616,3.616,0,132,46,61,71,72,35.666666667,35.666666667,35.666666667,26.75,26.75,26.75,26.75,33.5,33.5,33.5,76.769,0.273,25.99,0,0.031774537,0.720966964,0.058544614,34.518489403,0.031774537,0.170007105,47.368123272,1.239717077
Ukraine577,0.189,0.392,0.605,3.605,0,83,16,20,11,9,13.666666667,13.666666667,13.666666667,9.75,9.75,9.75,9.75,9.25,9.25,9.25,19.277,0.567,2004.85,0,0.031774537,0.720966964,0.058544614,34.518489403,0.031774537,0.170007105,47.368123272,1.225578824
Ukraine578,0.168,0.346,0.532,3.532,0,7,1,3,1,1,0,0,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,21.635,0.129,34.911,0,0.031953053,0.720955362,0.055224327,34.662571605,0.031953053,0.171956518,46.266022533,1.065654962
Ukraine579,0.174,0.359,0.554,3.554,0,65,12,23,15,18,19,19,19,20.25,20.25,20.25,20.25,12.75,12.75,12.75,80.537,0.439,76.947,0,0.031952785,0.720955052,0.055224771,34.662707077,0.031952785,0.171953943,46.266571448,1.110911706
Ukraine583,0.27,0.565,0.881,3.881,0,356,74,92,79,84,73.333333333,73.333333333,73.333333333,59.5,59.5,59.5,59.5,55.25,55.25,55.25,88.59,0.389,36.275,0,0.031145978,0.720844168,0.058744408,35.188594639,0.031145978,0.1695572,48.058982197,1.803560225
Ukraine584,0.216,0.45,0.698,3.698,0,25,5,1,26,5,25.666666667,25.666666667,25.666666667,13.5,13.5,13.5,13.5,12.75,12.75,12.75,77.747,0.319,45.371,0,0.032023362,0.720994402,0.058814613,34.249396955,0.032023362,0.170504967,46.541191891,1.421581842
Ukraine585,0.287,0.603,0.942,3.942,0,610,131,246,341,279,309.666666667,309.666666667,309.666666667,311.25,311.25,311.25,311.25,283.25,283.25,283.25,289.941,0.414,32.634,0,0.031699071,0.720920667,0.053491079,35.541492929,0.031699071,0.170898868,46.899993682,1.941301649
Ukraine566,0.218,0.454,0.705,3.705,0,1,1,1,1,1,0,0,0,0.75,0.75,0.75,0.75,0.25,0.25,0.25,5.412,0,38.967,0,0.03076555,0.720795511,0.060809126,35.038097384,0.03076555,0.168220075,48.661545979,1.433723946
Ukraine567,0.198,0.411,0.637,3.637,0,393,1,1,1,1,0.333333333,0.333333333,0.333333333,0.75,0.75,0.75,0.75,7.25,7.25,7.25,64.073,0.365,60.131,0,0.030679716,0.720513917,0.055101683,35.48156068,0.030679716,0.160188995,48.801880146,1.288821448
Ukraine568,0.188,0.388,0.6,3.6,0,7,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,5,5,5,9.911,0,1949.45,0,0.030680023,0.720513959,0.0550976,35.481050669,0.030680023,0.160187406,48.800421209,1.202169608
Ukraine569,0.187,0.386,0.596,3.596,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4.182,0,475.922,0,0.049555862,1.08197403,0.05385646,33.410498779,0.049555862,0.164885015,44.664617315,1.195762565
Ukraine570,0.175,0.362,0.557,3.557,0,216,2,3,2,11,4.333333333,4.333333333,4.333333333,2.25,2.25,2.25,2.25,7,7,7,24.408,0.591,8095.91,0,0.035074738,0.721620082,0.054740942,30.911177772,0.035074738,0.165495745,41.980906194,1.124780984
Ukraine571,0.15,0.307,0.471,3.471,0,29,1,1,1,1,0.333333333,0.333333333,0.333333333,2.25,2.25,2.25,2.25,3.25,3.25,3.25,28.833,0.171,125.937,0,0.066744703,0.725888897,0.057906372,15.800272321,0.066744703,0.175739065,21.663267125,0.933370781
Ukraine572,0.165,0.339,0.521,3.521,0,24,1,1,1,1,0,0,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4.661,0.219,323.644,0,0.060767162,1.440891938,0.05377877,36.412177889,0.060767162,0.159321977,49.6299872,1.039017625
Ukraine619,0.307,0.644,1.007,4.007,0.008,1080,195,275,207,193,199.333333333,199.333333333,199.333333333,286.5,286.5,286.5,286.5,302,302,302,248.68,0.366,33.051,0,0.071244565,1.443351598,0.051610989,31.016716066,0.071244565,0.166588642,41.139376904,2.067511846
Ukraine621,0.318,0.668,1.044,4.044,0.01,17,2,1,1,2,1.333333333,1.333333333,1.333333333,1.5,1.5,1.5,1.5,8.5,8.5,8.5,79.714,0.285,23.34,0,0.030682026,0.720511024,0.055131974,35.471629793,0.030682026,0.160213368,48.793663984,2.150038701
Ukraine620,0.23,0.479,0.743,3.743,0.01,245,13,25,46,34,39.333333333,39.333333333,39.333333333,43,43,43,43,53.25,53.25,53.25,55.037,0.226,23.393,90.145,0.030765309,0.720795197,0.060808451,35.03843333,0.030765309,0.168217974,48.662040812,1.512178411
Ukraine622,0.151,0.309,0.474,3.474,0.014,157,4,6,12,11,28,28,28,45,45,45,45,64.75,64.75,64.75,125.033,0.145,21.729,33.6,0.047141862,1.081371342,0.05945416,34.646440743,0.047141862,0.165536166,48.464994816,0.939129011
Ukraine623,0.141,0.289,0.441,3.441,0.02,14,2,3,3,3,2.666666667,2.666666667,2.666666667,6,6,6,6,17.75,17.75,17.75,52.776,0.265,24.536,0,0.03147757,0.720927566,0.058626364,34.843986204,0.03147757,0.165410006,48.3098909,0.879545587
Ukraine624,0.139,0.285,0.435,3.435,0.02,20,8,1,6,12,16,16,16,4,4,4,4,6.5,6.5,6.5,20.013,0.384,536.514,0,0.030643035,0.720496535,0.056107873,35.217431946,0.030643035,0.161112851,48.613763599,0.868030937
Ukraine586,0.218,0.453,0.702,3.702,0,30,31,93,27,19,18.333333333,18.333333333,18.333333333,9,9,9,9,2.25,2.25,2.25,30.012,0.303,26.026,130.5,0.030974318,0.720592067,0.055027673,35.147351791,0.030974318,0.160342428,48.31338246,1.423441741
Ukraine587,0.423,0.894,1.405,4.405,0,44,34,117,38,30,23.666666667,23.666666667,23.666666667,12.5,12.5,12.5,12.5,14.5,14.5,14.5,5.028,0.819,296.01,0,0.049466775,0.723621384,0.056198763,21.305566618,0.049466775,0.173038537,29.180154284,2.917343645
Ukraine588,0.164,0.338,0.519,3.519,0,123,52,312,55,68,54,54,54,67.75,67.75,67.75,67.75,74.75,74.75,74.75,251.078,0.23,52.038,0,0.032617105,0.721073139,0.059521573,33.338463924,0.032617105,0.170227173,45.809259666,1.04197826
Ukraine589,0.178,0.369,0.569,3.569,0,11,10,27,4,5,5.333333333,5.333333333,5.333333333,5.25,5.25,5.25,5.25,7.25,7.25,7.25,20.117,0.52,2144.31,0,0.030978139,0.720581714,0.055097814,35.129888927,0.030978139,0.160393905,48.301852294,1.152199463
Ukraine590,0.189,0.392,0.606,3.606,0,11,1,2,1,3,0.333333333,0.333333333,0.333333333,1,1,1,1,1.5,1.5,1.5,2.77,0.222,1459.75,0,0.03146838,0.720916588,0.058575948,34.861044547,0.03146838,0.165336328,48.327352805,1.226254044
Ukraine591,0.182,0.376,0.581,3.581,0,56,1,7,2,1,1.666666667,1.666666667,1.666666667,3.75,3.75,3.75,3.75,4.25,4.25,4.25,7.552,0.211,32.223,0,0.061438215,1.441639685,0.055647412,35.501000436,0.061438215,0.158608324,49.299415472,1.167020671
Ukraine592,0.166,0.342,0.527,3.527,0,21,3,5,4,1,1,1,1,2,2,2,2,1.25,1.25,1.25,2.576,0.365,32.223,0,0.030342884,0.720445383,0.055401121,35.895113485,0.030342884,0.160914972,49.132565458,1.054818025
Ukraine593,0.165,0.339,0.522,3.522,0,2,1,4,1,1,2.666666667,2.666666667,2.666666667,2.25,2.25,2.25,2.25,4,4,4,2.819,0.345,1278.8,0,0.060858409,1.44091264,0.052844066,36.659053806,0.060858409,0.158458179,49.793953958,1.039677749
Ukraine594,0.147,0.301,0.462,3.462,0,8,2,4,3,2,4.666666667,4.666666667,4.666666667,6.75,6.75,6.75,6.75,11,11,11,4.339,0.353,1032.4,0,0.030343036,0.720445392,0.055399051,35.894895597,0.030343036,0.160914253,49.131822432,0.91609451
Ukraine595,0.14,0.285,0.435,3.435,0,10,3,12,5,1,5,5,5,8.5,8.5,8.5,8.5,9.5,9.5,9.5,28.539,0.189,51.309,0,0.031101307,0.720836881,0.059710422,34.952006125,0.031101307,0.167381731,48.067261349,0.855995987
Ukraine614,0.271,0.567,0.884,3.884,0.01,93,8,9,17,16,11.333333333,11.333333333,11.333333333,10,10,10,10,7,7,7,77.577,0.323,27.496,0,0.069752128,0.726318164,0.05920408,15.009105484,0.069752128,0.181584779,20.450283557,1.809286154
Ukraine615,0.378,0.797,1.25,4.25,0.01,598,22,18,23,34,37.333333333,37.333333333,37.333333333,24,24,24,24,7,7,7,109.736,0.483,39.076,0,0.085667042,1.086766856,0.059523113,18.365654115,0.085667042,0.182755187,25.069237999,2.587010025
Ukraine616,0.269,0.564,0.879,3.879,0.01,429,2,15,17,18,10.666666667,10.666666667,10.666666667,7.25,7.25,7.25,7.25,4.75,4.75,4.75,72.081,0.376,35.355,247.5,0.054068649,0.72407076,0.058820449,19.466268225,0.054068649,0.165749163,27.441566651,1.806918093
Ukraine617,0.269,0.562,0.877,3.877,0.008,1874,276,291,265,271,305.666666667,305.666666667,305.666666667,319,319,319,319,283.75,283.75,283.75,338.431,0.351,38.466,0,0.031362557,0.720879602,0.060649113,34.373677681,0.031362557,0.168496775,47.393803252,1.788774224
Ukraine618,0.248,0.517,0.805,3.805,0,57,6,52,13,10,15.666666667,15.666666667,15.666666667,24.5,24.5,24.5,24.5,30.25,30.25,30.25,18.856,0.31,25.914,0,0.031362557,0.720879602,0.060649113,34.373677681,0.031362557,0.168496775,47.393803252,1.637363999
Ukraine602,0.133,0.269,0.41,3.41,0.01,7,1,1,2,4,2.333333333,2.333333333,2.333333333,2.5,2.5,2.5,2.5,2.25,2.25,2.25,34.643,0.222,386.189,1.437,0.030383524,0.720461416,0.054453562,36.147516583,0.030383524,0.160039629,49.308568932,0.797419081
Ukraine603,0.141,0.288,0.44,3.44,0.01,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.335,0,418.423,0,0.037590952,0.721236247,0.067323516,29.002990862,0.037590952,0.186663044,40.285867158,0.870956756
Ukraine604,0.158,0.326,0.501,3.501,0.01,2,1,1,1,1,0,0,0,0.5,0.5,0.5,0.5,1.25,1.25,1.25,39.559,0.135,43.591,0,0.038810756,0.722106591,0.055199886,27.41309542,0.038810756,0.167974515,37.694534667,1.007475821
Ukraine605,0.162,0.334,0.513,3.513,0.011,41,26,32,23,9,8,8,8,10.25,10.25,10.25,10.25,11,11,11,77.419,0.305,26.553,0,0.041171602,0.722475702,0.057884451,25.504771145,0.041171602,0.169835433,35.257338486,1.030475908
Ukraine606,0.152,0.312,0.478,3.478,0.015,10,5,5,4,2,1.666666667,1.666666667,1.666666667,1,1,1,1,1.75,1.75,1.75,62.521,0.279,33.539,0,0.032698314,0.721250249,0.056261142,32.960100531,0.032698314,0.165580315,44.963638453,0.953525558
Ukraine607,0.17,0.349,0.537,3.537,0.01,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,7.109,0.449,981.079,0,0.03945345,0.722223727,0.054664123,27.15260615,0.03945345,0.167471045,37.176939569,1.068453413
Ukraine608,0.37,0.779,1.221,4.221,0.01,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1.056,0.537,60.466,0,0.046487784,0.723196874,0.054038237,22.920767428,0.046487784,0.172427792,31.046692073,2.520873678
Ukraine609,0.37,0.78,1.222,4.222,0.01,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,5.487,0,60.473,0,0.05535162,0.724258546,0.059389875,19.002291852,0.05535162,0.179202355,26.112729545,2.530081464
Ukraine610,0.175,0.36,0.555,3.555,0.01,8,14,7,4,6,4.333333333,4.333333333,4.333333333,4.25,4.25,4.25,4.25,2,2,2,24.457,0.504,1307.1,0,0.071426728,1.08503654,0.055503856,22.147134883,0.071426728,0.159966357,31.212553914,1.10724781
Ukraine611,0.157,0.322,0.494,3.494,0.01,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.465,0,26.419,0,0.041505394,0.722520347,0.057076091,25.466206918,0.041505394,0.155758412,35.787607095,0.982973118
Ukraine612,0.179,0.369,0.569,3.569,0.01,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0.5,0.5,0.5,0.5,0.75,0.75,0.75,2.668,0.287,217.458,0,0.062297783,1.441695783,0.058494568,35.24972328,0.062297783,0.167301128,49.001747121,1.139662648
Ukraine613,0.165,0.341,0.524,3.524,0.016,13,18,29,19,15,10,10,10,14.5,14.5,14.5,14.5,14.25,14.25,14.25,73.44,0.247,26.553,0,0.031148891,0.720847891,0.05875197,35.184622214,0.031148891,0.168796044,48.216675498,1.057161576
Ukraine596,0.146,0.299,0.458,3.458,0,5,1,1,1,2,2,2,2,3.75,3.75,3.75,3.75,5,5,5,29.182,0.318,475.001,0,0.031144036,0.720841692,0.058739359,35.191248231,0.031144036,0.169535645,48.063609151,0.909676365
Ukraine597,0.142,0.291,0.445,3.445,0,16,1,1,1,1,0.333333333,0.333333333,0.333333333,0.25,0.25,0.25,0.25,2,2,2,54.557,0,479.73,0,0.075958811,1.801110803,0.055457955,36.125852447,0.075958811,0.159157644,49.663565397,0.885977578
Ukraine598,0.115,0.232,0.352,3.352,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,36.417,0,615.473,0,0.031727959,0.720958254,0.059455449,34.298592671,0.031727959,0.167623531,47.402129171,0.683286621
Ukraine599,0.113,0.229,0.345,3.345,0,3,4,2,2,1,1.333333333,1.333333333,1.333333333,1.25,1.25,1.25,1.25,1.25,1.25,1.25,49.358,0.315,830.275,0.36,0.144892473,1.45342396,0.059697063,14.42644517,0.144892473,0.182551966,19.633005428,0.678766957
Ukraine600,0.113,0.229,0.346,3.346,0,1,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,4.3,0,567.609,85.914,0.038225005,0.722060168,0.057809331,27.548104131,0.038225005,0.168793216,38.046489182,0.679448895
Ukraine601,0.115,0.232,0.351,3.351,0.007,9,4,6,1,5,1.666666667,1.666666667,1.666666667,1.25,1.25,1.25,1.25,1.25,1.25,1.25,124.486,0.197,87.548,0,0.034778792,0.721579849,0.054453681,31.255332593,0.034778792,0.166725561,42.066083191,0.682632689
Ukraine580,0.213,0.443,0.687,3.687,0,317,56,63,71,87,61.333333333,61.333333333,61.333333333,24,24,24,24,14.25,14.25,14.25,9.87,0.419,1266.23,0,0.258274276,6.123753697,0.054715843,36.368466307,0.258274276,0.15652001,50.362863324,1.394750789
Ukraine581,0.227,0.473,0.735,3.735,0,1,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0.04,0,170.548,0,0.222840927,1.108106647,0.052330777,7.235764122,0.222840927,0.192092932,9.401576259,1.495647569
Ukraine582,0.246,0.514,0.8,3.8,0,119,21,23,23,21,16,16,16,12,12,12,12,17.25,17.25,17.25,5.452,0.505,858.297,0,0.043227526,0.723052279,0.054971999,24.555211257,0.043227526,0.170315599,33.568688415,1.634918372
Bermuda7942,0.139,0.284,0.434,3.434,0.52,49,3,2,4,1,2.666666667,2.666666667,2.666666667,1.25,1.25,1.25,1.25,2.75,2.75,2.75,43.486,1.044,980.431,0.853,0.037628986,0.721971227,0.05784559,28.004009351,0.037628986,0.166383258,38.764700648,0.859436345
Canada7717,0.184,0.378,0.583,3.583,0.343,28,2,1,4,1,4.666666667,4.666666667,4.666666667,4.25,4.25,4.25,4.25,3.5,3.5,3.5,61.275,1.412,16.818,0.375,0.031144036,0.720841692,0.058739359,35.191248231,0.031144036,0.169535645,48.063609151,1.159686389
Japan11177,0.115,0.231,0.35,3.35,-0.22,5,1,1,1,1,0,0,0,1.5,1.5,1.5,1.5,1.25,1.25,1.25,58.908,1.231,364.842,0,0.033000992,0.721333449,0.055777114,32.719455448,0.033000992,0.165741057,44.483568676,0.674336007
Japan11178,0.127,0.258,0.392,3.392,-0.22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.007,0,364.842,0,0.115360091,0.733219055,0.054534131,9.148137905,0.115360091,0.185891442,12.132684933,0.770597657
