segments,segid,longi,lati
Tunisia853,853,10.199,36.823
Tunisia854,854,10.253,36.787
Tunisia839,839,10.874,35.681
Tunisia841,841,10.482,36.039
Tunisia842,842,10.678,35.796
Tunisia838,838,11.053,35.303
Tunisia840,840,11.016,35.573
Tunisia837,837,10.583,34.557
Tunisia836,836,10.152,33.847
Tunisia9066,9066,11.285,34.813
Tunisia835,835,10.719,33.695
Tunisia834,834,11.103,33.447
Tunisia9067,9067,10.836,33.89
UnitedKingdom7642,7642,-81.252,19.354
UnitedKingdom7653,7653,-79.986,19.712
UnitedKingdom7654,7654,-79.724,19.754
UnitedKingdom8082,8082,-63.151,18.184
UnitedKingdom8083,8083,-63.168,18.173
UnitedKingdom8084,8084,-63.149,18.186
UnitedKingdom8085,8085,-63.07,18.227
UnitedKingdom8086,8086,-63.139,18.175
UnitedKingdom8087,8087,-63.089,18.178
UnitedKingdom8088,8088,-63.072,18.195
UnitedKingdom8089,8089,-63.059,18.197
UnitedKingdom8090,8090,-63.048,18.204
UnitedKingdom8091,8091,-63.041,18.205
UnitedKingdom8092,8092,-62.991,18.27
UnitedKingdom8093,8093,-62.967,18.283
UnitedKingdom8094,8094,-62.994,18.23
UnitedKingdom8095,8095,-62.935,18.302
UnitedKingdom8097,8097,-63.082,18.079
UnitedKingdom8098,8098,-62.835,17.912
UnitedStates7406,7406,-75.16,19.892
UnitedStates7408,7408,-75.183,19.924
UnitedStates5206,5206,-157.859,21.31
UnitedStates5207,5207,-157.957,21.311
UnitedStates5208,5208,-158.021,21.3
UnitedStates5209,5209,-158.063,21.297
UnitedStates5210,5210,-158.109,21.304
UnitedStates5211,5211,-158.118,21.348
UnitedStates5212,5212,-158.129,21.369
UnitedStates5213,5213,-158.169,21.417
UnitedStates5214,5214,-158.057,21.657
UnitedStates5215,5215,-157.768,21.423
UnitedStates5216,5216,-157.678,21.308
UnitedStates5217,5217,-157.782,21.266
UnitedStates5245,5245,-157.154,21.206
UnitedStates5247,5247,-156.967,20.927
UnitedStates5250,5250,-156.636,20.827
UnitedStates5251,5251,-156.493,20.931
UnitedStates5252,5252,-156.477,20.901
UnitedStates5253,5253,-156.011,20.801
UnitedStates5273,5273,-155.114,19.913
UnitedStates5271,5271,-155.903,19.194
UnitedStates5272,5272,-155.988,19.61
WestBankandGaza778,778,34.361,31.452
WesternSahara944,944,-13.282,27.373
WesternSahara957,957,-17.04,21.229
WesternSahara945,945,-13.487,26.889
WesternSahara946,946,-13.845,26.547
WesternSahara947,947,-14.375,26.269
WesternSahara948,948,-14.64,25.75
WesternSahara949,949,-14.812,25.353
WesternSahara950,950,-14.831,25.021
WesternSahara951,951,-15.136,24.508
WesternSahara952,952,-15.983,23.674
WesternSahara953,953,-16.011,23.395
WesternSahara954,954,-16.214,22.924
WesternSahara955,955,-16.422,22.522
WesternSahara956,956,-16.808,22.135
AntiguaandBarbuda8103,8103,-61.86,17.713
AntiguaandBarbuda8106,8106,-61.831,17.164
Bahrain9360,9360,50.613,26.28
Bahrain9350,9350,50.466,26.231
Bahrain9352,9352,50.524,26.236
Bahrain9353,9353,50.604,26.215
Bahrain9351,9351,50.466,25.988
Bahrain9354,9354,50.57,26.17
Bahrain9356,9356,50.614,26.125
Bahrain9355,9355,50.616,25.945
Bahrain9365,9365,50.784,25.722
Barbados8158,8158,-59.59,13.325
CapeVerde8398,8398,-25.065,17.184
CapeVerde8405,8405,-24.965,16.919
CapeVerde8417,8417,-24.138,16.63
CapeVerde8422,8422,-24.401,15.037
CapeVerde8427,8427,-22.931,16.849
CapeVerde8434,8434,-23.728,15.276
CapeVerde8439,8439,-22.827,16.224
CapeVerde8440,8440,-23.191,15.325
China2353,2353,121.389,28.698
China2354,2354,121.514,28.585
China2355,2355,121.626,28.329
China2356,2356,121.937,29.488
China10518,10518,122.183,30.24
China10519,10519,122.155,30.247
China10520,10520,122.16,30.331
China10523,10523,121.995,30.145
China10493,10493,121.129,28.071
China10494,10494,121.121,28.133
China10495,10495,121.264,28.177
China10522,10522,122.052,29.766
China2264,2264,108.405,21.668
China2265,2265,108.646,21.735
China2266,2266,108.838,21.681
China2267,2267,108.832,21.702
China2268,2268,108.839,21.729
China2269,2269,108.793,21.815
China2270,2270,108.887,21.743
China2271,2271,108.872,21.663
China2272,2272,109.148,21.542
China2273,2273,109.518,21.686
China2274,2274,109.819,21.467
China2275,2275,109.729,20.71
China2276,2276,110.099,20.253
China2277,2277,110.494,20.405
China2278,2278,110.386,21.353
China2279,2279,111.023,21.524
China2280,2280,111.814,21.726
China2281,2281,112.988,22.079
China2282,2282,113.166,22.554
China2283,2283,113.177,22.554
China2284,2284,113.315,22.323
China2285,2285,113.518,22.182
China2286,2286,113.553,22.189
China2287,2287,113.536,22.402
China2288,2288,113.567,22.231
China2289,2289,113.423,22.821
China2290,2290,113.506,23.064
China2291,2291,113.818,23.119
China2292,2292,113.531,23.056
China2293,2293,113.607,22.834
China2294,2294,113.824,22.595
China2295,2295,113.912,22.505
China2296,2296,114.286,22.267
China2297,2297,114.246,22.57
China2298,2298,114.518,22.475
China2299,2299,114.527,22.705
China2300,2300,114.73,22.609
China2301,2301,114.962,22.75
China2302,2302,115.347,22.702
China2303,2303,116.017,22.841
China2304,2304,116.767,23.215
China2305,2305,116.529,22.997
China2306,2306,116.613,23.368
China2307,2307,116.861,23.472
China2308,2308,117.038,23.653
China2309,2309,117.182,23.62
China10277,10277,110.299,21.064
China10278,10278,110.478,21.181
China10286,10286,111.987,21.653
China10289,10289,112.794,21.77
China10350,10350,113.424,22.908
China10439,10439,116.992,23.464
China2320,2320,119.181,25.459
China2321,2321,119.119,25.387
China2322,2322,119.347,25.248
China2323,2323,119.144,25.118
China2324,2324,119.066,25.23
China2325,2325,118.884,25.246
China2326,2326,118.875,25.242
China2327,2327,118.86,25.06
China2328,2328,119.836,26.528
China2329,2329,119.833,26.558
China2330,2330,119.775,26.798
China2331,2331,119.803,26.499
China2332,2332,119.776,26.408
China2333,2333,119.644,26.491
China2334,2334,119.702,26.322
China2335,2335,119.82,26.418
China2336,2336,119.793,26.292
China2337,2337,119.421,26
China2338,2338,119.178,26.051
China2339,2339,119.705,25.992
China2340,2340,119.634,25.347
China2310,2310,117.42,23.815
China2311,2311,117.757,23.914
China2312,2312,118.133,24.663
China2313,2313,118.014,24.532
China2314,2314,117.974,24.393
China2315,2315,118.266,24.551
China2316,2316,118.44,24.628
China2317,2317,118.454,24.623
China2318,2318,118.468,24.618
China2319,2319,118.658,24.783
China10453,10453,119.753,25.658
China10440,10440,117.438,23.763
China10443,10443,118.131,24.542
China10250,10250,109.666,20.003
China10251,10251,109.999,19.948
China10252,10252,110.233,20.057
China10253,10253,110.477,20.024
China10254,10254,110.954,19.937
China10248,10248,108.891,19.482
China10249,10249,109.165,19.731
China10255,10255,108.621,19.15
China10256,10256,108.975,18.39
China10260,10260,109.731,18.233
China10261,10261,110.202,18.623
China10257,10257,110.761,19.459
China10258,10258,110.558,19.156
China10259,10259,110.541,19.028
Dominica8120,8120,-61.395,15.616
DominicanRep7896,7896,-71.467,19.897
DominicanRep7898,7898,-70.787,19.85
DominicanRep7901,7901,-70.212,19.634
DominicanRep7891,7891,-71.772,19.77
DominicanRep7892,7892,-71.752,19.706
DominicanRep7903,7903,-69.999,19.681
DominicanRep7904,7904,-69.878,19.447
DominicanRep7906,7906,-69.701,19.294
DominicanRep7905,7905,-69.367,19.057
DominicanRep7907,7907,-69.178,19.316
DominicanRep7908,7908,-69.598,19.088
DominicanRep7909,7909,-69.629,19.189
DominicanRep7902,7902,-68.971,19.028
DominicanRep7900,7900,-68.515,18.761
DominicanRep7862,7862,-71.1,18.261
DominicanRep7864,7864,-70.912,18.274
DominicanRep7865,7865,-70.819,18.326
DominicanRep7866,7866,-70.701,18.423
DominicanRep7867,7867,-70.569,18.354
DominicanRep7868,7868,-70.408,18.228
DominicanRep7895,7895,-68.916,18.398
DominicanRep7897,7897,-68.628,18.271
DominicanRep7899,7899,-68.364,18.516
DominicanRep7974,7974,-68.782,18.192
DominicanRep7886,7886,-69.644,18.443
DominicanRep7889,7889,-69.508,18.405
DominicanRep7890,7890,-69.292,18.427
DominicanRep7893,7893,-69.086,18.395
DominicanRep7872,7872,-70.169,18.231
DominicanRep7871,7871,-70.08,18.315
DominicanRep7880,7880,-70.005,18.419
DominicanRep7881,7881,-69.984,18.422
DominicanRep7882,7882,-69.964,18.425
DominicanRep7883,7883,-69.874,18.468
DominicanRep7894,7894,-69,18.401
DominicanRep7859,7859,-71.33,17.735
DominicanRep7861,7861,-71.162,17.969
DominicanRep7853,7853,-71.611,17.82
Guadeloupe8110,8110,-61.796,16.269
Guadeloupe8111,8111,-61.344,16.335
Guadeloupe8112,8112,-61.554,16.067
Guadeloupe8114,8114,-61.265,16.013
Haiti7921,7921,-72.93,20.072
Haiti7860,7860,-72.901,19.542
Haiti7863,7863,-73.439,19.776
Haiti7869,7869,-72.989,19.914
Haiti7870,7870,-72.784,19.942
Haiti7873,7873,-72.596,19.89
Haiti7874,7874,-72.575,19.88
Haiti7888,7888,-71.773,19.708
Haiti7852,7852,-72.524,18.768
Haiti7854,7854,-72.758,18.995
Haiti7855,7855,-72.725,19.4
Haiti7856,7856,-72.748,19.333
Haiti7857,7857,-72.781,19.267
Haiti7858,7858,-72.761,19.162
Haiti7885,7885,-72.113,19.725
Haiti7887,7887,-71.925,19.72
Haiti7835,7835,-73.143,18.465
Haiti7843,7843,-72.871,18.445
Haiti7844,7844,-72.658,18.517
Haiti7845,7845,-72.531,18.558
Haiti7846,7846,-72.468,18.552
Haiti7847,7847,-72.42,18.546
Haiti7848,7848,-72.377,18.53
Haiti7849,7849,-72.365,18.527
Haiti7850,7850,-72.326,18.644
Haiti7851,7851,-72.34,18.572
Haiti7934,7934,-73.262,18.958
Haiti7814,7814,-74.432,18.332
Haiti7821,7821,-74.435,18.566
Haiti7822,7822,-74.223,18.667
Haiti7823,7823,-73.911,18.566
Haiti7824,7824,-73.623,18.583
Haiti7825,7825,-73.604,18.585
Haiti7826,7826,-73.586,18.582
Haiti7827,7827,-73.578,18.577
Haiti7828,7828,-73.601,18.555
Haiti7829,7829,-73.669,18.555
Haiti7830,7830,-73.686,18.523
Haiti7831,7831,-73.663,18.502
Haiti7832,7832,-73.621,18.498
Haiti7833,7833,-73.563,18.511
Haiti7834,7834,-73.395,18.512
Haiti7815,7815,-74.335,18.285
Haiti7816,7816,-74.068,18.223
Haiti7817,7817,-73.818,18.023
Haiti7818,7818,-73.818,18.15
Haiti7819,7819,-73.729,18.186
Haiti7820,7820,-73.324,18.246
Haiti7836,7836,-72.869,18.141
Haiti7842,7842,-71.835,18.111
Haiti7837,7837,-72.713,18.179
Haiti7838,7838,-72.556,18.183
Haiti7839,7839,-72.354,18.229
Haiti7840,7840,-72.117,18.232
Haiti7841,7841,-71.952,18.194
Haiti7875,7875,-72.539,19.845
Haiti7876,7876,-72.438,19.802
Haiti7877,7877,-72.334,19.768
Haiti7878,7878,-72.271,19.768
Haiti7879,7879,-72.244,19.77
Haiti7884,7884,-72.206,19.755
HongKongChinaSAR10360,10360,114.194,22.291
IranIslamicRep1582,1582,49.079,30.403
IranIslamicRep1583,1583,50.512,29.586
IranIslamicRep1604,1604,60.634,25.267
IranIslamicRep1600,1600,58.898,25.525
IranIslamicRep1601,1601,59.367,25.461
IranIslamicRep1602,1602,59.6,25.397
IranIslamicRep1603,1603,59.848,25.407
IranIslamicRep1584,1584,50.801,28.93
IranIslamicRep1585,1585,51.076,28.596
IranIslamicRep1586,1586,51.344,28.029
IranIslamicRep1587,1587,52.139,27.745
IranIslamicRep1588,1588,52.615,27.412
IranIslamicRep1589,1589,53.019,27.122
IranIslamicRep1590,1590,54.63,26.529
IranIslamicRep1591,1591,55.894,27.018
IranIslamicRep1592,1592,56.412,27.188
IranIslamicRep1593,1593,57.032,26.824
IranIslamicRep1594,1594,57.083,26.474
IranIslamicRep1595,1595,57.168,26.094
IranIslamicRep1596,1596,57.539,25.737
IranIslamicRep1597,1597,57.961,25.694
IranIslamicRep1598,1598,58.282,25.57
IranIslamicRep1599,1599,58.448,25.596
IranIslamicRep9407,9407,56.157,26.999
IranIslamicRep9408,9408,55.711,26.906
Iraq1581,1581,48.267,29.994
Jamaica7732,7732,-78.214,18.449
Jamaica7734,7734,-77.99,18.45
Jamaica7735,7735,-77.969,18.468
Jamaica7736,7736,-77.86,18.522
Jamaica7737,7737,-77.743,18.506
Jamaica7739,7739,-77.602,18.488
Jamaica7740,7740,-77.264,18.454
Jamaica7743,7743,-76.878,18.361
Jamaica7733,7733,-78.168,18.201
Jamaica7738,7738,-77.8,17.901
Jamaica7748,7748,-76.442,18.177
Jamaica7752,7752,-76.393,17.856
Jamaica7745,7745,-77.181,17.775
Jamaica7746,7746,-77.128,17.881
Jamaica7747,7747,-76.957,17.831
Jamaica7749,7749,-76.839,17.985
Jamaica7741,7741,-77.481,17.841
Jamaica7742,7742,-77.303,17.783
Jamaica7744,7744,-77.19,17.701
Jamaica7750,7750,-76.814,17.979
Jamaica7751,7751,-76.653,17.923
Jamaica7753,7753,-76.696,17.938
Jamaica7754,7754,-76.662,17.93
Jamaica7755,7755,-76.775,17.965
Jamaica7756,7756,-76.736,17.959
Jordan1453,1453,34.961,29.369
KoreaRep2479,2479,127.78,34.958
KoreaRep10874,10874,127.896,34.932
KoreaRep10919,10919,128.617,34.941
KoreaRep10693,10693,126.291,34.559
KoreaRep10705,10705,126.838,33.538
Kuwait1580,1580,48.145,29.549
Kuwait1577,1577,47.934,29.368
Kuwait1578,1578,47.779,29.346
Kuwait1579,1579,47.708,29.392
Kuwait1575,1575,48.252,28.872
Kuwait1576,1576,48.058,29.294
Kuwait9318,9318,48.188,29.982
Macau10354,10354,113.838,22.197
Macau10355,10355,113.831,22.204
Macau10356,10356,113.91,22.292
Macau10357,10357,114.043,22.336
Macau10358,10358,113.975,22.225
Martinique8123,8123,-61.186,14.868
Oman1545,1545,56.481,26.236
Oman1539,1539,56.556,24.58
Oman1535,1535,58.038,23.723
Oman1537,1537,57.919,23.714
Oman1538,1538,57.311,23.892
Oman1529,1529,59.621,22.568
Oman1530,1530,58.258,23.645
Oman1531,1531,58.396,23.616
Oman1532,1532,58.482,23.634
Oman1533,1533,58.582,23.643
Oman1534,1534,58.941,23.297
Oman1536,1536,58.141,23.706
Oman1526,1526,58.264,20.588
Oman1527,1527,58.714,20.852
Oman1528,1528,59.517,21.786
Oman9490,9490,58.912,20.685
Oman1524,1524,57.838,20.085
Oman1525,1525,57.92,20.343
Oman1520,1520,55.683,17.895
Oman1521,1521,56.444,18.059
Oman1522,1522,56.864,18.777
Oman1523,1523,57.772,19.373
Oman1517,1517,53.146,16.668
Oman1518,1518,53.836,16.889
Oman1519,1519,55.038,17.018
PuertoRico7979,7979,-67.846,18.101
PuertoRico7985,7985,-67.157,18.214
PuertoRico7986,7986,-67.253,18.383
PuertoRico7990,7990,-66.945,18.501
PuertoRico7991,7991,-66.489,18.476
PuertoRico7992,7992,-66.202,18.464
PuertoRico7997,7997,-66.136,18.465
PuertoRico8002,8002,-66.101,18.467
PuertoRico8003,8003,-66.016,18.455
PuertoRico8004,8004,-65.995,18.46
PuertoRico8005,8005,-65.977,18.459
PuertoRico7989,7989,-66.99,17.94
PuertoRico7993,7993,-66.712,17.98
PuertoRico7994,7994,-66.584,17.962
PuertoRico7995,7995,-66.403,17.968
PuertoRico7996,7996,-66.278,17.94
PuertoRico7998,7998,-66.144,17.932
PuertoRico7999,7999,-66.042,17.949
PuertoRico8000,8000,-65.933,17.968
PuertoRico8001,8001,-65.852,18.026
PuertoRico8010,8010,-65.777,18.11
PuertoRico7987,7987,-67.164,18.156
PuertoRico7988,7988,-67.186,18.066
PuertoRico8006,8006,-65.961,18.458
PuertoRico8007,8007,-65.955,18.458
PuertoRico8008,8008,-65.733,18.407
PuertoRico8009,8009,-65.648,18.209
PuertoRico8020,8020,-65.357,18.158
SaudiArabia1454,1454,34.882,29.128
SaudiArabia1574,1574,48.494,28.5
SaudiArabia1456,1456,36.489,26.156
SaudiArabia1457,1457,36.976,25.581
SaudiArabia1458,1458,37.217,25.202
SaudiArabia1459,1459,37.201,24.774
SaudiArabia1460,1460,37.507,24.298
SaudiArabia1461,1461,38.161,24.021
SaudiArabia1462,1462,38.55,23.533
SaudiArabia1463,1463,38.689,23.332
SaudiArabia1464,1464,38.916,22.849
SaudiArabia1465,1465,39.092,22.349
SaudiArabia1466,1466,38.996,21.875
SaudiArabia1467,1467,39.144,21.536
SaudiArabia1468,1468,39.453,20.807
SaudiArabia1469,1469,40.202,20.168
SaudiArabia1470,1470,40.608,19.855
SaudiArabia1471,1471,40.794,19.699
SaudiArabia1472,1472,41.151,19.089
SaudiArabia1473,1473,41.455,18.337
SaudiArabia1474,1474,41.924,17.777
SaudiArabia1475,1475,42.548,16.989
SaudiArabia9296,9296,41.887,16.986
SaudiArabia9297,9297,41.839,16.826
St.KittsandNevis8099,8099,-62.835,17.403
St.KittsandNevis8100,8100,-62.577,17.203
St.Lucia8126,8126,-60.959,14.085
St.Vincent&Grenadines8127,8127,-61.194,13.376
St.Vincent&Grenadines8129,8129,-61.24,13.007
TaiwanProvinceofChina10444,10444,118.44,24.49
UnitedArabEmirates1544,1544,56.359,25.552
UnitedArabEmirates1546,1546,55.965,25.824
UnitedArabEmirates1547,1547,55.719,25.642
UnitedArabEmirates1540,1540,56.365,25.024
UnitedArabEmirates1541,1541,56.364,25.165
UnitedArabEmirates1542,1542,56.377,25.291
UnitedArabEmirates1543,1543,56.369,25.37
UnitedArabEmirates1549,1549,55.548,25.534
UnitedArabEmirates1550,1550,55.51,25.49
UnitedKingdom8044,8044,-64.692,18.339
UnitedKingdom8046,8046,-64.705,18.395
UnitedKingdom8047,8047,-64.7,18.389
UnitedKingdom8048,8048,-64.671,18.413
UnitedKingdom8049,8049,-64.678,18.391
UnitedKingdom8050,8050,-64.675,18.387
UnitedKingdom8051,8051,-64.67,18.383
UnitedKingdom8052,8052,-64.663,18.384
UnitedKingdom8053,8053,-64.62,18.427
UnitedKingdom8054,8054,-64.655,18.449
UnitedKingdom8055,8055,-64.62,18.45
UnitedKingdom8056,8056,-64.619,18.45
UnitedKingdom8057,8057,-64.616,18.452
UnitedKingdom8058,8058,-64.611,18.451
UnitedKingdom8059,8059,-64.604,18.457
UnitedKingdom8060,8060,-64.588,18.45
UnitedKingdom8061,8061,-64.562,18.428
UnitedKingdom8062,8062,-64.567,18.437
UnitedKingdom8063,8063,-64.557,18.458
UnitedKingdom8065,8065,-64.412,18.505
UnitedKingdom8066,8066,-64.417,18.504
UnitedKingdom8067,8067,-64.403,18.506
UnitedKingdom8068,8068,-64.415,18.476
UnitedKingdom8069,8069,-64.375,18.493
UnitedKingdom8070,8070,-64.44,18.45
UnitedKingdom8071,8071,-64.351,18.505
UnitedKingdom8072,8072,-64.348,18.498
UnitedKingdom8073,8073,-64.433,18.431
UnitedKingdom8074,8074,-64.338,18.505
UnitedKingdom8075,8075,-64.333,18.503
UnitedKingdom8076,8076,-64.39,18.475
UnitedKingdom8077,8077,-64.321,18.504
UnitedKingdom10290,10290,111.707,16.46
UnitedKingdom10351,10351,112.333,16.95
UnitedKingdom10359,10359,112.736,16.667
UnitedKingdom8104,8104,-62.201,16.812
VietNam2263,2263,107.925,21.491
VirginIslandsU.S.8023,8023,-65.002,18.357
VirginIslandsU.S.8024,8024,-64.925,18.368
VirginIslandsU.S.8025,8025,-64.999,18.347
VirginIslandsU.S.8026,8026,-64.99,18.35
VirginIslandsU.S.8027,8027,-64.988,18.349
VirginIslandsU.S.8028,8028,-64.987,18.349
VirginIslandsU.S.8029,8029,-64.966,18.335
VirginIslandsU.S.8030,8030,-64.933,18.34
VirginIslandsU.S.8031,8031,-64.889,18.312
VirginIslandsU.S.8032,8032,-64.862,18.35
VirginIslandsU.S.8033,8033,-64.847,18.335
VirginIslandsU.S.8034,8034,-64.863,18.316
VirginIslandsU.S.8035,8035,-64.831,18.326
VirginIslandsU.S.8036,8036,-64.841,18.322
VirginIslandsU.S.8037,8037,-64.836,18.319
VirginIslandsU.S.8038,8038,-64.835,18.317
VirginIslandsU.S.8039,8039,-64.841,18.317
VirginIslandsU.S.8040,8040,-64.845,18.311
VirginIslandsU.S.8043,8043,-64.795,18.322
VirginIslandsU.S.8045,8045,-64.798,18.331
VirginIslandsU.S.8064,8064,-64.612,17.762
Yemen1516,1516,52.684,16.495
Yemen1476,1476,42.846,16.087
Yemen1509,1509,50.336,14.933
Yemen1510,1510,50.896,15.113
Yemen1511,1511,51.171,15.172
Yemen1512,1512,51.507,15.298
Yemen1513,1513,51.988,15.538
Yemen1514,1514,52.171,15.924
Yemen1515,1515,52.261,16.216
Yemen1505,1505,48.412,14.006
Yemen1506,1506,49.014,14.394
Yemen1507,1507,49.563,14.72
Yemen1508,1508,49.836,14.807
Yemen1500,1500,47.132,13.58
Yemen1501,1501,47.324,13.633
Yemen1502,1502,47.556,13.782
Yemen1503,1503,47.865,13.962
Yemen1504,1504,48.067,14.044
Yemen1477,1477,42.749,15.778
Yemen1478,1478,42.76,15.254
Yemen9304,9304,42.629,15.454
Yemen1479,1479,42.95,14.896
Yemen1480,1480,42.946,14.813
Yemen1481,1481,42.957,14.729
Yemen1482,1482,43.097,14.131
Yemen1483,1483,43.258,13.403
Yemen9306,9306,42.738,14.054
Yemen1493,1493,45.1,12.931
Yemen1494,1494,45.118,12.958
Yemen1495,1495,45.389,13.056
Yemen1496,1496,45.61,13.305
Yemen1497,1497,45.85,13.384
Yemen1498,1498,46.171,13.411
Yemen1499,1499,46.664,13.425
Yemen1484,1484,43.426,12.928
Yemen1485,1485,43.56,12.724
Yemen1486,1486,43.755,12.708
Yemen1487,1487,44.208,12.621
Yemen1488,1488,44.541,12.796
Yemen1489,1489,44.635,12.814
Yemen1490,1490,44.894,12.731
Yemen1491,1491,44.989,12.836
Yemen1492,1492,45.05,12.785
Aruba8014,8014,-70.06,12.623
Bangladesh1847,1847,89.489,22.221
Bangladesh1852,1852,90.435,22.797
Bangladesh1857,1857,90.462,23.067
Bangladesh1858,1858,90.598,23.252
Bangladesh1860,1860,90.533,23.073
Bangladesh1861,1861,90.575,23.445
Bangladesh1862,1862,90.595,23.389
Bangladesh1848,1848,89.85,22.229
Bangladesh1849,1849,89.852,22.296
Bangladesh1850,1850,89.887,22.356
Bangladesh1851,1851,89.937,22.425
Bangladesh1856,1856,89.975,22.434
Belize4738,4738,-88.145,18.365
Belize4739,4739,-88.121,18.035
Belize4740,4740,-88.21,17.53
Belize7346,7346,-87.847,18.146
Belize4741,4741,-88.214,16.962
Belize4742,4742,-88.336,16.563
Belize4743,4743,-88.688,16.256
Belize7354,7354,-87.796,17.534
Colombia7767,7767,-81.372,13.396
Colombia7768,7768,-81.36,13.384
Colombia7773,7773,-81.691,12.59
Colombia3883,3883,-77.352,6.434
CostaRica3844,3844,-85.682,10.997
CostaRica4763,4763,-83.533,10.636
CostaRica3845,3845,-85.857,10.357
CostaRica3847,3847,-84.935,9.753
CostaRica3848,3848,-85.24,10.127
CostaRica3849,3849,-85.12,10.171
CostaRica3850,3850,-84.813,9.968
CostaRica3857,3857,-82.915,8.133
CostaRica4764,4764,-83.235,10.17
CostaRica4765,4765,-83.025,10.002
CostaRica4766,4766,-82.821,9.711
CostaRica3851,3851,-84.176,9.412
CostaRica3852,3852,-83.59,8.889
CostaRica3853,3853,-83.414,8.421
CostaRica3854,3854,-83.398,8.73
CostaRica3855,3855,-83.173,8.587
CostaRica3856,3856,-83.083,8.306
Cyprus9269,9269,33.303,35.336
Cyprus9274,9274,34.483,35.657
Cyprus9276,9276,33.902,35.163
Cyprus9277,9277,34.062,34.962
Cyprus9275,9275,33.623,34.844
Cyprus9267,9267,32.907,35.18
Cyprus9268,9268,32.937,35.308
Cyprus9265,9265,32.7,35.184
Cyprus9266,9266,32.301,34.969
Cyprus9270,9270,32.673,34.649
Cyprus9273,9273,33.067,34.682
Cyprus9271,9271,32.71,34.641
Cyprus9272,9272,32.788,34.66
ElSalvador3796,3796,-90.025,13.71
ElSalvador3797,3797,-89.956,13.665
ElSalvador3798,3798,-89.855,13.612
ElSalvador3801,3801,-89.63,13.522
ElSalvador3802,3802,-89.492,13.502
ElSalvador3803,3803,-89.267,13.472
ElSalvador3804,3804,-89.152,13.419
ElSalvador3806,3806,-88.981,13.34
ElSalvador3799,3799,-89.775,13.532
ElSalvador3800,3800,-89.705,13.531
ElSalvador3815,3815,-88.221,13.158
ElSalvador3816,3816,-88.1,13.167
ElSalvador3817,3817,-87.937,13.157
ElSalvador3818,3818,-87.799,13.262
ElSalvador3819,3819,-87.789,13.285
ElSalvador3820,3820,-87.787,13.297
ElSalvador3821,3821,-87.809,13.318
ElSalvador3822,3822,-87.83,13.335
ElSalvador3823,3823,-87.856,13.351
ElSalvador3824,3824,-87.869,13.379
ElSalvador3825,3825,-87.844,13.425
ElSalvador3807,3807,-88.823,13.255
ElSalvador3808,3808,-88.651,13.218
ElSalvador3809,3809,-88.531,13.217
ElSalvador3810,3810,-88.556,13.238
ElSalvador3811,3811,-88.576,13.256
ElSalvador3812,3812,-88.693,13.258
ElSalvador3813,3813,-88.598,13.282
ElSalvador3814,3814,-88.458,13.225
Grenada8130,8130,-61.44,12.606
Grenada8131,8131,-61.44,12.525
Grenada8133,8133,-61.627,12.234
Guatemala3790,3790,-92.208,14.514
Guatemala4744,4744,-88.538,15.804
Guatemala4745,4745,-88.256,15.738
Guatemala3791,3791,-91.919,14.292
Guatemala3792,3792,-91.595,14.081
Guatemala3793,3793,-91.088,13.914
Guatemala3795,3795,-90.168,13.77
Guatemala3794,3794,-90.428,13.879
Honduras4751,4751,-86.667,15.792
Honduras4752,4752,-86.264,15.817
Honduras4753,4753,-85.965,16.021
Honduras4754,4754,-85.368,15.892
Honduras4755,4755,-85.086,15.947
Honduras4756,4756,-84.774,15.917
Honduras4757,4757,-83.869,15.301
Honduras4747,4747,-87.939,15.849
Honduras4748,4748,-87.619,15.877
Honduras4749,4749,-87.288,15.828
Honduras4750,4750,-86.98,15.762
Honduras4746,4746,-88.168,15.687
Honduras3826,3826,-87.613,13.402
Honduras3827,3827,-87.449,13.203
Honduras7532,7532,-86.282,16.427
India1629,1629,68.33,23.585
India1846,1846,89.01,21.601
India1826,1826,86.939,21.352
India10121,10121,93.051,13.559
India10122,10122,92.96,12.861
India10123,10123,92.83,12.317
India10124,10124,92.663,11.499
India10125,10125,92.668,12.201
India10126,10126,92.462,10.884
India10130,10130,92.752,9.255
India10131,10131,93.514,8.226
India10132,10132,93.32,7.997
India10133,10133,93.692,7.432
India10134,10134,93.764,7.221
Israel764,764,35.089,33.024
Israel765,765,35.075,32.924
Israel766,766,35.072,32.87
Israel768,768,34.95,32.803
Israel769,769,34.906,32.56
Israel770,770,34.851,32.349
Israel767,767,35.04,32.829
Israel771,771,34.821,32.25
Israel772,772,34.805,32.2
Israel773,773,34.769,32.103
Israel774,774,34.731,32.007
Israel775,775,34.702,31.936
Israel776,776,34.592,31.738
Israel1451,1451,34.94,29.525
Israel777,777,34.495,31.603
Jordan1452,1452,34.975,29.47
Lebanon751,751,35.989,34.596
Lebanon752,752,35.986,34.535
Lebanon753,753,35.67,34.313
Lebanon754,754,35.809,34.423
Lebanon755,755,35.93,34.492
Lebanon756,756,35.633,34.153
Lebanon758,758,35.581,33.923
Lebanon763,763,35.206,33.229
Lebanon759,759,35.493,33.904
Lebanon760,760,35.484,33.849
Lebanon757,757,35.635,34.017
Lebanon761,761,35.429,33.713
Lebanon762,762,35.321,33.489
Mexico4737,4737,-87.68,19.238
Mexico3789,3789,-92.822,15.191
Mexico3701,3701,-116.337,31.212
