segments,s1,s10,s100,s1000,smax
UnitedStates7520,0,0.326,0.68,1.072,4.072
UnitedStates7521,0,0.274,0.569,0.893,3.893
UnitedStates7522,0,0.755,1.591,2.538,5.538
UnitedStates7526,0,0.162,0.332,0.512,3.512
UnitedStates7527,0,0.421,0.884,1.398,4.398
UnitedStates7528,0,0.338,0.707,1.114,4.114
UnitedStates7529,0,0.272,0.565,0.885,3.885
UnitedStates7531,0,0.508,1.07,1.693,4.693
UnitedStates7534,0,0.438,0.92,1.452,4.452
UnitedStates7535,0,0.433,0.911,1.437,4.437
UnitedStates7536,0,0.376,0.789,1.241,4.241
UnitedStates7538,0,0.384,0.807,1.268,4.268
UnitedStates7542,0,0.269,0.561,0.875,3.875
UnitedStates7543,0,0.268,0.559,0.872,3.872
UnitedStates7549,0,0.347,0.728,1.141,4.141
UnitedStates4710,0,0.381,0.798,1.262,4.262
UnitedStates5194,0,0.107,0.215,0.324,3.324
UnitedStates5195,0,0.104,0.209,0.314,3.314
UnitedStates5196,0,0.115,0.231,0.35,3.35
UnitedStates5197,0,0.114,0.231,0.349,3.349
UnitedStates5198,0,0.107,0.216,0.325,3.325
UnitedStates5199,0,0.105,0.211,0.318,3.318
UnitedStates5254,0,0.104,0.209,0.314,3.314
UnitedStates4638,0,0.235,0.486,0.76,3.76
UnitedStates4643,0,0.333,0.694,1.094,4.094
UnitedStates4644,0,0.31,0.646,1.018,4.018
UnitedStates4645,0,0.355,0.742,1.171,4.171
UnitedStates4646,0,0.34,0.711,1.122,4.122
UnitedStates4647,0,0.311,0.647,1.019,4.019
UnitedStates4648,0,0.32,0.667,1.051,4.051
UnitedStates4666,0,0.252,0.523,0.818,3.818
UnitedStates4667,0,0.259,0.539,0.845,3.845
UnitedStates4668,0,0.251,0.52,0.815,3.815
UnitedStates4669,0,0.303,0.634,0.997,3.997
UnitedStates4670,0,0.199,0.41,0.638,3.638
UnitedStates4671,0,0.27,0.561,0.879,3.879
UnitedStates4689,0,0.125,0.253,0.386,3.386
UnitedStates4690,0,0.228,0.472,0.737,3.737
UnitedStates4691,0,0.218,0.45,0.703,3.703
UnitedStates4692,0,0.185,0.381,0.591,3.591
UnitedStates4693,0,0.228,0.471,0.736,3.736
UnitedStates4694,0,0.302,0.629,0.99,3.99
UnitedStates4695,0,0.263,0.547,0.857,3.857
UnitedStates4696,0,0.244,0.506,0.792,3.792
UnitedStates4697,0,0.299,0.623,0.981,3.981
UnitedStates5540,0,0.338,0.708,1.116,4.116
UnitedStates5541,0,0.315,0.659,1.037,4.037
UnitedStates5542,0,0.281,0.585,0.919,3.919
UnitedStates5579,0,0.198,0.409,0.636,3.636
UnitedStates5590,0,0.386,0.807,1.276,4.276
UnitedStates5598,0,0.278,0.578,0.907,3.907
UnitedStates4639,0,0.361,0.754,1.191,4.191
UnitedStates4640,0,0.356,0.743,1.174,4.174
UnitedStates4641,0,0.395,0.825,1.306,4.306
UnitedStates4642,0,0.36,0.753,1.191,4.191
UnitedStates4649,0,0.363,0.76,1.201,4.201
UnitedStates4650,0,0.269,0.56,0.88,3.88
UnitedStates4651,0,0.227,0.47,0.734,3.734
UnitedStates4652,0,0.435,0.913,1.447,4.447
UnitedStates4653,0,0.457,0.96,1.522,4.522
UnitedStates4654,0,0.351,0.732,1.155,4.155
UnitedStates5591,0,0.486,1.019,1.618,4.618
UnitedStates5592,0,0.489,1.026,1.628,4.628
UnitedStates5593,0,0.489,1.026,1.628,4.628
UnitedStates5594,0,0.489,1.026,1.629,4.629
UnitedStates5595,0,0.61,1.283,2.041,5.041
UnitedStates5596,0,0.52,1.092,1.735,4.735
UnitedStates5597,0,0.287,0.598,0.941,3.941
Algeria871,0,0.138,0.281,0.43,3.43
Algeria873,0,0.143,0.293,0.45,3.45
Algeria874,0,0.122,0.248,0.376,3.376
Algeria875,0,0.111,0.224,0.338,3.338
Algeria876,0,0.115,0.233,0.352,3.352
Algeria870,0,0.487,1.04,1.647,4.647
Algeria872,0,0.119,0.241,0.365,3.365
Algeria867,0,0.137,0.28,0.429,3.429
Algeria868,0,0.145,0.297,0.455,3.455
Algeria869,0,0.154,0.317,0.487,3.487
Algeria879,0,0.111,0.224,0.339,3.339
Algeria880,0,0.12,0.243,0.368,3.368
Algeria881,0,0.169,0.35,0.539,3.539
Algeria882,0,0.144,0.297,0.455,3.455
Algeria883,0,0.244,0.513,0.801,3.801
Algeria878,0,0.114,0.231,0.35,3.35
Algeria877,0,0.111,0.224,0.339,3.339
Algeria884,0,0.122,0.249,0.378,3.378
Algeria885,0,0.127,0.259,0.395,3.395
Algeria886,0,0.133,0.272,0.415,3.415
Algeria887,0,0.16,0.331,0.509,3.509
Algeria888,0,0.116,0.235,0.356,3.356
Algeria889,0,0.117,0.238,0.36,3.36
Algeria890,0,0.123,0.25,0.38,3.38
Algeria891,0,0.132,0.27,0.412,3.412
Algeria892,0,0.143,0.293,0.448,3.448
Algeria893,0,0.164,0.339,0.522,3.522
Algeria894,0,0.13,0.266,0.405,3.405
Algeria895,0,0.131,0.268,0.409,3.409
Algeria896,0,0.123,0.25,0.379,3.379
Algeria898,0,0.124,0.252,0.383,3.383
Algeria897,0,0.125,0.254,0.386,3.386
Algeria899,0,0.139,0.284,0.434,3.434
Algeria900,0,0.13,0.266,0.405,3.405
Algeria901,0,0.126,0.255,0.388,3.388
Algeria902,0,0.137,0.281,0.429,3.429
Bahamas7761,0,0.206,0.427,0.66,3.66
Bahamas7804,0,0.107,0.215,0.324,3.324
China2418,0,0.19,0.395,0.615,3.615
China2409,0,0.305,0.642,1.013,4.013
China2411,0,0.258,0.541,0.85,3.85
China2412,0,0.253,0.531,0.833,3.833
China2413,0,0.447,0.949,1.505,4.505
China2414,0,0.211,0.44,0.688,3.688
China2415,0,0.239,0.501,0.784,3.784
China2416,0,0.173,0.358,0.554,3.554
China2417,0,0.141,0.29,0.445,3.445
China2446,0,0.362,0.766,1.213,4.213
China2419,0,0.161,0.332,0.513,3.513
China2420,0,0.177,0.366,0.568,3.568
China2421,0,0.196,0.409,0.636,3.636
China2422,0,0.177,0.368,0.57,3.57
China2423,0,0.243,0.508,0.796,3.796
China2424,0,0.188,0.39,0.607,3.607
China2425,0,0.165,0.341,0.527,3.527
China2426,0,0.2,0.416,0.648,3.648
China2427,0,0.182,0.376,0.584,3.584
China2428,0,0.153,0.314,0.484,3.484
China2429,0,0.159,0.328,0.506,3.506
China2430,0,0.175,0.363,0.562,3.562
China2444,0,0.747,1.599,2.556,5.556
China2445,0,0.361,0.765,1.212,4.212
China2431,0,0.19,0.395,0.615,3.615
China2432,0,0.203,0.423,0.659,3.659
China2433,0,0.148,0.304,0.468,3.468
China2434,0,0.246,0.515,0.807,3.807
China2435,0,0.198,0.413,0.643,3.643
China2436,0,0.18,0.374,0.58,3.58
China2437,0,0.193,0.402,0.625,3.625
China2438,0,0.207,0.432,0.675,3.675
China2439,0,0.218,0.456,0.712,3.712
China2440,0,0.539,1.148,1.83,4.83
China2441,0,0.342,0.723,1.144,4.144
China2442,0,0.328,0.693,1.095,4.095
China2443,0,0.423,0.899,1.427,4.427
China10450,0,0.3,0.632,0.997,3.997
China2391,0,0.19,0.395,0.614,3.614
China2392,0,0.17,0.351,0.543,3.543
China2393,0,0.164,0.338,0.523,3.523
China2394,0,0.186,0.385,0.599,3.599
China2407,0,0.165,0.34,0.526,3.526
China2408,0,0.187,0.389,0.604,3.604
China2410,0,0.317,0.668,1.054,4.054
China2395,0,0.167,0.344,0.533,3.533
China2396,0,0.144,0.296,0.454,3.454
China2397,0,0.127,0.258,0.394,3.394
China2398,0,0.19,0.393,0.611,3.611
China2399,0,0.148,0.304,0.467,3.467
China2400,0,0.23,0.48,0.752,3.752
China2401,0,0.215,0.448,0.699,3.699
China2402,0,0.169,0.349,0.539,3.539
China2403,0,0.159,0.327,0.504,3.504
China2404,0,0.147,0.301,0.463,3.463
China2405,0,0.153,0.315,0.485,3.485
China2406,0,0.163,0.336,0.52,3.52
China2368,0,0.197,0.41,0.639,3.639
China2379,0,0.386,0.818,1.297,4.297
China2380,0,0.509,1.082,1.723,4.723
China2381,0,0.442,0.938,1.49,4.49
China2382,0,0.268,0.563,0.886,3.886
China2383,0,0.279,0.587,0.924,3.924
China2384,0,0.502,1.068,1.699,4.699
China2385,0,0.343,0.724,1.146,4.146
China2390,0,0.301,0.634,0.999,3.999
China2366,0,0.279,0.588,0.925,3.925
China2369,0,0.289,0.61,0.961,3.961
China2370,0,0.32,0.675,1.065,4.065
China2371,0,0.309,0.653,1.029,4.029
China2372,0,0.3,0.633,0.997,3.997
China2373,0,0.292,0.615,0.968,3.968
China2374,0,0.402,0.851,1.349,4.349
China2375,0,0.357,0.754,1.193,4.193
China2376,0,0.21,0.437,0.682,3.682
China2377,0,0.286,0.602,0.948,3.948
China2378,0,0.317,0.669,1.056,4.056
China2386,0,0.319,0.673,1.063,4.063
China2387,0,0.32,0.675,1.067,4.067
China2388,0,0.297,0.626,0.987,3.987
China2389,0,0.271,0.57,0.896,3.896
China10445,0,0.308,0.648,1.023,4.023
China10446,0,0.509,1.083,1.723,4.723
China10447,0,0.386,0.816,1.294,4.294
China10448,0,0.229,0.478,0.748,3.748
China10449,0,0.338,0.713,1.128,4.128
China2365,0,0.272,0.571,0.899,3.899
China2367,0,0.283,0.596,0.937,3.937
China10496,0,0.196,0.407,0.634,3.634
China10497,0,0.195,0.407,0.633,3.633
China10498,0,0.22,0.459,0.716,3.716
China10499,0,0.366,0.774,1.224,4.224
China10500,0,0.285,0.599,0.943,3.943
China2357,0,0.259,0.543,0.851,3.851
China2358,0,0.204,0.425,0.66,3.66
China2359,0,0.23,0.482,0.753,3.753
China2360,0,0.229,0.479,0.748,3.748
China2361,0,0.276,0.579,0.91,3.91
China2362,0,0.38,0.805,1.274,4.274
China2363,0,0.321,0.676,1.062,4.062
China2364,0,0.306,0.645,1.014,4.014
China2341,0,0.143,0.293,0.447,3.447
China2342,0,0.15,0.308,0.472,3.472
China2343,0,0.155,0.319,0.488,3.488
China2344,0,0.162,0.334,0.513,3.513
China2345,0,0.152,0.313,0.48,3.48
China2346,0,0.146,0.298,0.457,3.457
China2347,0,0.27,0.564,0.88,3.88
China2348,0,0.136,0.279,0.425,3.425
China2349,0,0.149,0.305,0.467,3.467
China2350,0,0.226,0.473,0.733,3.733
China2351,0,0.151,0.31,0.475,3.475
China2352,0,0.129,0.262,0.399,3.399
Cuba7364,0,0.114,0.23,0.348,3.348
Cuba7366,0,0.116,0.233,0.353,3.353
Cuba7367,0,0.133,0.27,0.412,3.412
Cuba7369,0,0.111,0.222,0.335,3.335
Cuba7372,0,0.142,0.289,0.442,3.442
Cuba7373,0,0.117,0.236,0.358,3.358
Cuba7374,0,0.121,0.244,0.371,3.371
Cuba7375,0,0.114,0.23,0.348,3.348
Cuba7383,0,0.12,0.243,0.37,3.37
Cuba7385,0,0.13,0.265,0.405,3.405
Cuba7368,0,0.111,0.223,0.337,3.337
Cuba7376,0,0.117,0.236,0.358,3.358
Cuba7377,0,0.136,0.276,0.422,3.422
Cuba7378,0,0.11,0.222,0.336,3.336
Cuba7379,0,0.156,0.32,0.492,3.492
Cuba7380,0,0.194,0.402,0.621,3.621
Cuba7386,0,0.136,0.275,0.421,3.421
Cuba7388,0,0.118,0.238,0.36,3.36
Cuba7365,0,0.144,0.295,0.452,3.452
Cuba7370,0,0.107,0.214,0.322,3.322
Cuba7371,0,0.352,0.738,1.161,4.161
Cuba7381,0,0.166,0.342,0.525,3.525
Cuba7635,0,0.24,0.499,0.776,3.776
Cuba7392,0,0.146,0.297,0.455,3.455
Cuba7382,0,0.27,0.564,0.878,3.878
Cuba7384,0,0.216,0.448,0.694,3.694
Cuba7393,0,0.175,0.36,0.554,3.554
Cuba7396,0,0.163,0.334,0.513,3.513
Cuba7651,0,0.194,0.401,0.62,3.62
Cuba7390,0,0.11,0.221,0.333,3.333
Cuba7387,0,0.139,0.284,0.433,3.433
Cuba7399,0,0.326,0.684,1.069,4.069
Cuba7660,0,0.509,1.076,1.693,4.693
Cuba7678,0,0.545,1.153,1.815,4.815
Cuba7712,0,0.344,0.723,1.131,4.131
Cuba7537,0,0.105,0.211,0.318,3.318
Cuba7391,0,0.117,0.237,0.359,3.359
Cuba7400,0,0.29,0.608,0.949,3.949
Cuba7401,0,0.264,0.552,0.86,3.86
Cuba7402,0,0.186,0.384,0.592,3.592
Cuba7394,0,0.137,0.278,0.424,3.424
Cuba7395,0,0.12,0.242,0.367,3.367
Cuba7397,0,0.113,0.228,0.344,3.344
Cuba7763,0,0.245,0.511,0.794,3.794
Cuba7766,0,0.229,0.477,0.74,3.74
Cuba7398,0,0.107,0.216,0.325,3.325
Cuba7403,0,0.133,0.27,0.412,3.412
Cuba7404,0,0.174,0.359,0.553,3.553
Cuba7409,0,0.104,0.21,0.316,3.316
Cuba7410,0,0.105,0.21,0.316,3.316
Cuba7411,0,0.104,0.21,0.316,3.316
Cuba7412,0,0.105,0.21,0.316,3.316
Cuba7407,0,0.115,0.231,0.35,3.35
Cuba7405,0,0.104,0.209,0.315,3.315
Cuba7413,0,0.104,0.209,0.315,3.315
Cuba7414,0,0.105,0.21,0.315,3.315
Cuba7389,0,0.129,0.262,0.399,3.399
Egypt808,0,0.135,0.275,0.42,3.42
Egypt1450,0,0.109,0.22,0.331,3.331
Egypt780,0,0.169,0.347,0.536,3.536
Egypt792,0,0.343,0.725,1.138,4.138
Egypt794,0,0.277,0.582,0.909,3.909
Egypt795,0,0.302,0.635,0.994,3.994
Egypt796,0,0.401,0.849,1.335,4.335
Egypt797,0,0.223,0.466,0.725,3.725
Egypt798,0,0.243,0.508,0.791,3.791
Egypt800,0,0.517,1.099,1.734,4.734
Egypt779,0,0.169,0.349,0.538,3.538
Egypt781,0,0.173,0.359,0.553,3.553
Egypt782,0,0.327,0.689,1.08,4.08
Egypt783,0,0.309,0.65,1.017,4.017
Egypt784,0,0.252,0.527,0.821,3.821
Egypt785,0,0.338,0.712,1.117,4.117
Egypt786,0,0.604,1.288,2.035,5.035
Egypt787,0,0.494,1.049,1.654,4.654
Egypt788,0,0.43,0.91,1.432,4.432
Egypt789,0,0.5,1.063,1.676,4.676
Egypt790,0,0.383,0.809,1.271,4.271
Egypt791,0,0.32,0.674,1.056,4.056
Egypt793,0,0.452,0.959,1.511,4.511
Egypt1449,0,0.115,0.232,0.351,3.351
Egypt1442,0,0.116,0.236,0.357,3.357
Egypt1443,0,0.124,0.251,0.381,3.381
Egypt1444,0,0.134,0.273,0.416,3.416
Egypt1445,0,0.124,0.253,0.384,3.384
Egypt1446,0,0.114,0.229,0.346,3.346
Egypt1447,0,0.122,0.247,0.375,3.375
Egypt1440,0,0.151,0.309,0.473,3.473
Egypt1441,0,0.144,0.294,0.449,3.449
Egypt804,0,0.167,0.344,0.529,3.529
Egypt805,0,0.151,0.309,0.474,3.474
Egypt806,0,0.161,0.331,0.509,3.509
Egypt807,0,0.172,0.354,0.546,3.546
Egypt799,0,0.251,0.524,0.818,3.818
Egypt801,0,0.281,0.591,0.923,3.923
Egypt803,0,0.272,0.571,0.892,3.892
Egypt802,0,0.155,0.318,0.489,3.489
Egypt1448,0,0.105,0.212,0.319,3.319
FrenchPolynesia5531,0,0.108,0.216,0.326,3.326
FrenchPolynesia5532,0,0.107,0.215,0.325,3.325
FrenchPolynesia5533,0,0.107,0.216,0.325,3.325
FrenchPolynesia5534,0,0.107,0.215,0.324,3.324
FrenchPolynesia5535,0,0.104,0.208,0.314,3.314
FrenchPolynesia5536,0,0.104,0.209,0.314,3.314
FrenchPolynesia5537,0,0.104,0.209,0.314,3.314
FrenchPolynesia5538,0,0.104,0.209,0.314,3.314
Kiribati5388,0,0.104,0.208,0.313,3.313
KoreaDemPeoplesRep2490,0,0.148,0.303,0.466,3.466
KoreaDemPeoplesRep2488,0,0.118,0.24,0.364,3.364
KoreaDemPeoplesRep2489,0,0.162,0.334,0.516,3.516
KoreaDemPeoplesRep2447,0,0.362,0.766,1.213,4.213
KoreaDemPeoplesRep2448,0,0.362,0.766,1.213,4.213
KoreaDemPeoplesRep2449,0,0.277,0.581,0.914,3.914
KoreaDemPeoplesRep2450,0,0.198,0.412,0.642,3.642
KoreaDemPeoplesRep2451,0,0.169,0.35,0.543,3.543
KoreaDemPeoplesRep2452,0,0.212,0.442,0.69,3.69
KoreaDemPeoplesRep2453,0,0.251,0.526,0.825,3.825
KoreaDemPeoplesRep2454,0,0.346,0.732,1.159,4.159
KoreaDemPeoplesRep2455,0,0.248,0.52,0.816,3.816
KoreaDemPeoplesRep2456,0,0.173,0.358,0.554,3.554
KoreaDemPeoplesRep2457,0,0.131,0.267,0.409,3.409
KoreaDemPeoplesRep2458,0,0.327,0.691,1.091,4.091
KoreaDemPeoplesRep2459,0,0.312,0.658,1.038,4.038
KoreaDemPeoplesRep2460,0,0.163,0.337,0.521,3.521
KoreaDemPeoplesRep2461,0,0.41,0.871,1.381,4.381
KoreaDemPeoplesRep2462,0,0.207,0.431,0.672,3.672
KoreaDemPeoplesRep2465,0,0.707,1.515,2.418,5.418
KoreaDemPeoplesRep2463,0,0.169,0.349,0.54,3.54
KoreaDemPeoplesRep2466,0,0.213,0.446,0.696,3.696
KoreaDemPeoplesRep2464,0,0.176,0.366,0.567,3.567
KoreaDemPeoplesRep2467,0,0.203,0.424,0.66,3.66
KoreaRep2487,0,0.121,0.246,0.374,3.374
KoreaRep2486,0,0.129,0.263,0.401,3.401
KoreaRep2468,0,0.276,0.581,0.913,3.913
KoreaRep2469,0,0.88,1.893,3.024,6.024
KoreaRep2470,0,0.225,0.471,0.736,3.736
KoreaRep2471,0,0.2,0.417,0.649,3.649
KoreaRep2472,0,0.268,0.565,0.887,3.887
KoreaRep10682,0,0.212,0.444,0.693,3.693
KoreaRep2484,0,0.147,0.301,0.462,3.462
KoreaRep2473,0,0.151,0.311,0.479,3.479
KoreaRep2474,0,0.168,0.348,0.539,3.539
KoreaRep2475,0,0.255,0.537,0.841,3.841
KoreaRep2476,0,0.215,0.448,0.695,3.695
KoreaRep2477,0,0.165,0.34,0.522,3.522
KoreaRep10688,0,0.344,0.732,1.154,4.154
KoreaRep2478,0,0.202,0.421,0.652,3.652
KoreaRep2480,0,0.163,0.337,0.517,3.517
KoreaRep2481,0,0.287,0.606,0.945,3.945
KoreaRep2482,0,0.171,0.354,0.544,3.544
KoreaRep2483,0,0.152,0.313,0.48,3.48
KoreaRep2485,0,0.14,0.288,0.441,3.441
LibyanArabJamahiriya809,0,0.128,0.261,0.398,3.398
LibyanArabJamahiriya833,0,0.292,0.618,0.97,3.97
LibyanArabJamahiriya831,0,0.198,0.413,0.641,3.641
LibyanArabJamahiriya832,0,0.245,0.517,0.809,3.809
LibyanArabJamahiriya810,0,0.116,0.233,0.353,3.353
LibyanArabJamahiriya811,0,0.111,0.222,0.336,3.336
LibyanArabJamahiriya812,0,0.113,0.227,0.344,3.344
LibyanArabJamahiriya825,0,0.15,0.309,0.475,3.475
LibyanArabJamahiriya827,0,0.163,0.337,0.521,3.521
LibyanArabJamahiriya828,0,0.188,0.392,0.608,3.608
LibyanArabJamahiriya829,0,0.176,0.364,0.564,3.564
LibyanArabJamahiriya830,0,0.164,0.34,0.524,3.524
LibyanArabJamahiriya813,0,0.122,0.248,0.376,3.376
LibyanArabJamahiriya814,0,0.133,0.271,0.414,3.414
LibyanArabJamahiriya823,0,0.181,0.375,0.581,3.581
LibyanArabJamahiriya824,0,0.158,0.325,0.501,3.501
LibyanArabJamahiriya826,0,0.143,0.294,0.451,3.451
LibyanArabJamahiriya815,0,0.174,0.358,0.554,3.554
LibyanArabJamahiriya816,0,0.195,0.406,0.63,3.63
LibyanArabJamahiriya821,0,0.201,0.419,0.651,3.651
LibyanArabJamahiriya822,0,0.191,0.398,0.618,3.618
LibyanArabJamahiriya820,0,0.311,0.655,1.031,4.031
LibyanArabJamahiriya818,0,0.157,0.324,0.5,3.5
LibyanArabJamahiriya819,0,0.27,0.568,0.891,3.891
LibyanArabJamahiriya817,0,0.172,0.356,0.551,3.551
Mexico5509,0,0.105,0.21,0.316,3.316
Mexico5502,0,0.103,0.207,0.311,3.311
Morocco903,0,0.138,0.282,0.431,3.431
Morocco909,0,0.12,0.243,0.368,3.368
Morocco910,0,0.119,0.24,0.365,3.365
Morocco914,0,0.133,0.271,0.413,3.413
Morocco915,0,0.124,0.251,0.381,3.381
Morocco916,0,0.177,0.366,0.566,3.566
Morocco917,0,0.208,0.432,0.67,3.67
Morocco918,0,0.227,0.473,0.736,3.736
Morocco919,0,0.194,0.402,0.622,3.622
Morocco908,0,0.12,0.242,0.367,3.367
Morocco920,0,0.211,0.438,0.68,3.68
Morocco921,0,0.171,0.351,0.541,3.541
Morocco922,0,0.143,0.293,0.448,3.448
Morocco923,0,0.128,0.26,0.396,3.396
Morocco924,0,0.121,0.245,0.372,3.372
Morocco925,0,0.131,0.266,0.405,3.405
Morocco929,0,0.119,0.241,0.365,3.365
Morocco906,0,0.124,0.251,0.382,3.382
Morocco930,0,0.154,0.315,0.484,3.484
Morocco931,0,0.156,0.319,0.49,3.49
Morocco932,0,0.207,0.428,0.664,3.664
Morocco933,0,0.176,0.362,0.559,3.559
Morocco934,0,0.167,0.342,0.528,3.528
Morocco935,0,0.128,0.259,0.394,3.394
Morocco936,0,0.21,0.433,0.673,3.673
Morocco937,0,0.119,0.241,0.364,3.364
Morocco938,0,0.112,0.226,0.341,3.341
Morocco939,0,0.118,0.238,0.359,3.359
Morocco940,0,0.119,0.239,0.362,3.362
Morocco941,0,0.124,0.251,0.381,3.381
Morocco942,0,0.153,0.312,0.477,3.477
Morocco943,0,0.129,0.261,0.397,3.397
Morocco907,0,0.154,0.317,0.487,3.487
Morocco926,0,0.137,0.278,0.424,3.424
Morocco927,0,0.159,0.327,0.503,3.503
Morocco928,0,0.141,0.287,0.439,3.439
SaudiArabia1455,0,0.109,0.22,0.333,3.333
Spain911,0,0.122,0.248,0.376,3.376
Spain913,0,0.125,0.254,0.385,3.385
Spain904,0,0.131,0.266,0.406,3.406
Spain905,0,0.12,0.243,0.368,3.368
Spain912,0,0.125,0.254,0.386,3.386
TaiwanProvinceofChina10476,0,0.134,0.274,0.417,3.417
TaiwanProvinceofChina10478,0,0.13,0.264,0.402,3.402
TaiwanProvinceofChina10479,0,0.122,0.246,0.373,3.373
TaiwanProvinceofChina10481,0,0.128,0.26,0.395,3.395
TaiwanProvinceofChina10482,0,0.123,0.249,0.378,3.378
TaiwanProvinceofChina10484,0,0.119,0.243,0.368,3.368
TaiwanProvinceofChina10472,0,0.16,0.329,0.504,3.504
TaiwanProvinceofChina10468,0,0.164,0.339,0.52,3.52
TaiwanProvinceofChina10471,0,0.168,0.346,0.532,3.532
TaiwanProvinceofChina10485,0,0.111,0.224,0.338,3.338
TaiwanProvinceofChina10486,0,0.111,0.224,0.338,3.338
TaiwanProvinceofChina10487,0,0.111,0.223,0.337,3.337
TaiwanProvinceofChina10492,0,0.11,0.221,0.334,3.334
TaiwanProvinceofChina10462,0,0.195,0.405,0.626,3.626
TaiwanProvinceofChina10467,0,0.205,0.426,0.658,3.658
TaiwanProvinceofChina10459,0,0.238,0.498,0.773,3.773
TaiwanProvinceofChina10457,0,0.3,0.632,0.985,3.985
TaiwanProvinceofChina10488,0,0.112,0.225,0.34,3.34
TaiwanProvinceofChina10456,0,0.217,0.453,0.702,3.702
TaiwanProvinceofChina10458,0,0.368,0.778,1.218,4.218
TaiwanProvinceofChina10460,0,0.184,0.382,0.589,3.589
TaiwanProvinceofChina10464,0,0.178,0.368,0.567,3.567
TaiwanProvinceofChina10465,0,0.161,0.331,0.508,3.508
TaiwanProvinceofChina10466,0,0.163,0.336,0.516,3.516
TaiwanProvinceofChina10469,0,0.148,0.305,0.467,3.467
TaiwanProvinceofChina10470,0,0.139,0.286,0.436,3.436
TaiwanProvinceofChina10473,0,0.168,0.347,0.533,3.533
TaiwanProvinceofChina10474,0,0.128,0.261,0.397,3.397
TaiwanProvinceofChina10477,0,0.151,0.311,0.476,3.476
TaiwanProvinceofChina10483,0,0.131,0.267,0.406,3.406
TaiwanProvinceofChina10489,0,0.112,0.226,0.341,3.341
TaiwanProvinceofChina10490,0,0.113,0.227,0.343,3.343
TaiwanProvinceofChina10491,0,0.117,0.237,0.358,3.358
TaiwanProvinceofChina10461,0,0.218,0.455,0.704,3.704
TaiwanProvinceofChina10463,0,0.154,0.317,0.486,3.486
TaiwanProvinceofChina10480,0,0.121,0.245,0.371,3.371
Tunisia866,0,0.128,0.261,0.398,3.398
Tunisia859,0,0.141,0.288,0.441,3.441
Tunisia864,0,0.131,0.267,0.407,3.407
Tunisia865,0,0.132,0.268,0.409,3.409
Tunisia857,0,0.36,0.764,1.205,4.205
Tunisia860,0,0.602,1.289,2.049,5.049
Tunisia861,0,0.36,0.764,1.206,4.206
Tunisia862,0,0.496,1.06,1.681,4.681
Tunisia863,0,0.496,1.06,1.681,4.681
Tunisia851,0,0.294,0.621,0.975,3.975
Tunisia855,0,0.269,0.566,0.888,3.888
Tunisia856,0,0.303,0.64,1.007,4.007
Tunisia858,0,0.474,1.011,1.602,4.602
Tunisia843,0,0.16,0.329,0.508,3.508
Tunisia844,0,0.171,0.356,0.55,3.55
Tunisia845,0,0.192,0.4,0.621,3.621
Tunisia846,0,0.183,0.381,0.591,3.591
Tunisia847,0,0.162,0.334,0.515,3.515
Tunisia848,0,0.139,0.285,0.437,3.437
Tunisia849,0,0.122,0.248,0.378,3.378
Tunisia850,0,0.155,0.319,0.49,3.49
Tunisia852,0,0.424,0.904,1.43,4.43
Tunisia853,0,0.235,0.493,0.771,3.771
Tunisia854,0,0.257,0.54,0.845,3.845
Tunisia839,0,0.208,0.436,0.678,3.678
Tunisia841,0,0.194,0.403,0.626,3.626
Tunisia842,0,0.19,0.395,0.613,3.613
Tunisia838,0,0.265,0.559,0.876,3.876
Tunisia840,0,0.393,0.837,1.322,4.322
Tunisia837,0,0.218,0.456,0.711,3.711
Tunisia836,0,0.207,0.432,0.672,3.672
Tunisia9066,0,0.28,0.593,0.931,3.931
Tunisia835,0,0.244,0.514,0.803,3.803
Tunisia834,0,0.254,0.536,0.839,3.839
Tunisia9067,0,0.241,0.506,0.791,3.791
UnitedKingdom7642,0,0.104,0.21,0.316,3.316
UnitedKingdom7653,0,0.108,0.216,0.325,3.325
UnitedKingdom7654,0,0.108,0.216,0.326,3.326
UnitedKingdom8082,0,0.134,0.273,0.414,3.414
UnitedKingdom8083,0,0.133,0.272,0.414,3.414
UnitedKingdom8084,0,0.134,0.273,0.414,3.414
UnitedKingdom8085,0,0.12,0.243,0.368,3.368
UnitedKingdom8086,0,0.11,0.223,0.337,3.337
UnitedKingdom8087,0,0.136,0.279,0.424,3.424
UnitedKingdom8088,0,0.144,0.296,0.451,3.451
UnitedKingdom8089,0,0.144,0.296,0.451,3.451
UnitedKingdom8090,0,0.157,0.324,0.495,3.495
UnitedKingdom8091,0,0.179,0.372,0.57,3.57
UnitedKingdom8092,0,0.18,0.373,0.572,3.572
UnitedKingdom8093,0,0.18,0.373,0.572,3.572
UnitedKingdom8094,0,0.239,0.501,0.775,3.775
UnitedKingdom8095,0,0.204,0.425,0.654,3.654
UnitedKingdom8097,0,0.109,0.22,0.331,3.331
UnitedKingdom8098,0,0.11,0.222,0.334,3.334
UnitedStates7406,0,0.104,0.209,0.315,3.315
UnitedStates7408,0,0.104,0.21,0.315,3.315
UnitedStates5206,0,0.11,0.221,0.334,3.334
UnitedStates5207,0,0.113,0.226,0.342,3.342
UnitedStates5208,0,0.109,0.218,0.329,3.329
UnitedStates5209,0,0.106,0.212,0.318,3.318
UnitedStates5210,0,0.105,0.21,0.316,3.316
