NA,s10,s100,s1000,smax,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,length,popdens,wetland,psig0,psig0coef,psigA,psigB,rsig0,rsigA,rsigB
Denmark7176,0.128,0.26,0.395,3.395,1,1,1,2,2,6,6,6,5.25,5.25,5.25,5.25,12.5,12.5,12.5,425.883,0.033,0,20.7967159,132.2661032,0.062492627,8.873468515,20.7967159,0.193173649,12.10501145
Denmark7177,0.192,0.396,0.611,3.611,1,1,1,1,1,0,0,0,0,0,0,0,1.5,1.5,1.5,118.029,0,0,0.035687499,0.721290201,0.056255537,30.05360811,0.035687499,0.164829137,41.83749352
Denmark7178,0.154,0.314,0.48,3.48,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.056,0,0,0.041979287,0.72226298,0.055072118,25.636114,0.041979287,0.168954376,34.89796035
Denmark7179,0.157,0.322,0.494,3.494,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6.306,0,0,0.044971475,0.72271736,0.057499971,23.70835849,0.044971475,0.167541877,32.93817406
Denmark7180,0.185,0.381,0.587,3.587,1,3,4,5,7,2.333333333,2.333333333,2.333333333,0.75,0.75,0.75,0.75,3.5,3.5,3.5,35.444,0.033,0,0.050416419,0.723534962,0.059023853,20.87036828,0.050416419,0.175809827,28.47703624
Denmark7181,0.209,0.431,0.665,3.665,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,25.603,0,0,0.062199851,0.725237427,0.059659084,16.6123191,0.062199851,0.185661444,22.74325964
Denmark7182,0.136,0.276,0.421,3.421,73,9,5,6,7,7.666666667,7.666666667,7.666666667,12.5,12.5,12.5,12.5,16,16,16,282.242,0.033,0,0.055424085,0.724604715,0.05367029,19.09014301,0.055424085,0.177086298,25.60923337
Denmark8252,0.173,0.357,0.548,3.548,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,37.866,0,0,0.051240376,0.723990792,0.055487036,20.51525201,0.051240376,0.17497393,27.93623294
Denmark8253,0.162,0.333,0.511,3.511,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,12.11,0.033,0,0.061201606,0.725102993,0.058492,17.12586264,0.061201606,0.178494687,23.2633129
Denmark8254,0.181,0.372,0.572,3.572,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,175,0,0,0.046180644,0.723410911,0.060056245,22.25648694,0.046180644,0.174983499,30.68525322
Denmark8292,0.264,0.55,0.854,3.854,1,1,1,1,1,0,0,0,2.25,2.25,2.25,2.25,2,2,2,249.207,0,0,0.804491738,16.59519098,0.059804499,30.46827583,0.804491738,0.168386021,42.33465566
Denmark7183,0.395,0.827,1.292,4.292,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8.202,0,0,0.034091499,0.721300886,0.059900868,31.79075568,0.034091499,0.172223622,43.44842101
Denmark7184,0.154,0.315,0.482,3.482,137,16,27,11,12,16,16,16,14,14,14,14,11.5,11.5,11.5,132.365,0.033,0,0.526695817,12.60688538,0.055117102,36.69770453,0.526695817,0.158362366,50.92115588
Denmark7185,0.122,0.246,0.373,3.373,7,3,5,3,2,1.333333333,1.333333333,1.333333333,0.75,0.75,0.75,0.75,0.75,0.75,0.75,28.516,0,0,0.607573611,14.40876255,0.057094711,35.80994504,0.607573611,0.163039003,49.93781571
Denmark7186,0.124,0.25,0.379,3.379,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.986,0,0,0.212111488,3.97254697,0.0585865,27.54999735,0.212111488,0.17104607,38.01912753
Denmark7187,0.238,0.494,0.765,3.765,2125,31,62,84,45,85.33333333,85.33333333,85.33333333,63.5,63.5,63.5,63.5,78,78,78,374.315,0,0,10.20965698,198.9304279,0.05584815,29.5484077,10.20965698,0.163957177,40.63637758
Denmark8316,0.152,0.31,0.475,3.475,1,1,1,2,11,4,4,4,7.25,7.25,7.25,7.25,8.25,8.25,8.25,63.939,0.033,0,61.36014471,731.3843097,0.06147107,17.22927339,61.36014471,0.180654517,23.60688784
Denmark8317,0.176,0.361,0.555,3.555,1,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,1.25,1.25,1.25,31.492,0,0,0.041222795,0.722532991,0.054348272,25.95390967,0.041222795,0.168891467,35.31575039
Denmark8318,0.144,0.293,0.448,3.448,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,34.406,0.033,0,1.350668138,20.25812834,0.061184259,21.70497133,1.350668138,0.177669325,29.72170998
Denmark8319,0.162,0.331,0.508,3.508,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.782,0,0,104.8038593,1175.500548,0.060328155,16.07270362,104.8038593,0.181386833,22.09446437
Denmark8320,0.174,0.357,0.549,3.549,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,19.485,0.033,0,70.78252284,783.2429696,0.060713389,15.87944668,70.78252284,0.176775992,21.96305536
Denmark8328,0.186,0.382,0.589,3.589,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,66.68,0,0,20.38634894,246.909106,0.060931955,17.39669379,20.38634894,0.180160323,23.95010798
Denmark8329,0.369,0.771,1.204,4.204,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.793,0,0,33.57789827,422.7897558,0.062349083,18.10264713,33.57789827,0.175029809,25.45735808
Denmark8330,0.201,0.414,0.639,3.639,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8.807,0,0,0.266331534,3.620895359,0.05859546,19.54729553,0.266331534,0.174773212,27.04888443
Denmark8331,0.149,0.304,0.465,3.465,1,1,1,1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,69.709,0.033,0,1.299196834,15.2290847,0.062513381,16.80215876,1.299196834,0.181911227,23.34133979
Denmark8332,0.358,0.747,1.167,4.167,1,1,2,3,4,5,5,5,4,4,4,4,2.75,2.75,2.75,64.089,0,0,0.512277384,7.596789005,0.059144607,21.46709321,0.512277384,0.176804895,29.48421511
Denmark7188,0.13,0.263,0.399,3.399,498,21,23,28,7,5,5,5,3.5,3.5,3.5,3.5,4.5,4.5,4.5,124.275,0.033,0,0.339995981,6.139013206,0.057749705,26.71596157,0.339995981,0.168715309,36.75124567
Denmark7189,0.135,0.273,0.416,3.416,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.829,0,0,3.090257666,36.25960935,0.062289371,16.86593563,3.090257666,0.184513963,23.25716553
Denmark7190,0.132,0.268,0.407,3.407,1,1,1,1,1,1.666666667,1.666666667,1.666666667,3,3,3,3,4.5,4.5,4.5,32.444,0,0,60.12943387,625.6256014,0.061782588,14.78698345,60.12943387,0.183680059,20.28697095
Denmark7191,0.136,0.277,0.421,3.421,32,2,9,2,1,1,1,1,0.25,0.25,0.25,0.25,0,0,0,9.07,0,0,1.287390981,17.38116255,0.061035077,19.47552153,1.287390981,0.177409119,26.94449202
Denmark6839,0.111,0.224,0.338,3.338,39,4,1,3,2,3,3,3,3.75,3.75,3.75,3.75,4.75,4.75,4.75,277.688,0.033,0,40.3726632,710.1525793,0.059082709,25.94009925,40.3726632,0.167163947,36.11536319
Denmark6982,0.108,0.218,0.329,3.329,12,1,4,7,4,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.75,2.75,2.75,2.75,278.181,0.033,0,0.845502828,12.3021867,0.059778901,21.05535059,0.845502828,0.175786357,29.06542548
Denmark7033,0.116,0.236,0.358,3.358,7,9,1,1,6,1.333333333,1.333333333,1.333333333,2.75,2.75,2.75,2.75,7.75,7.75,7.75,700.523,0.033,0,3.577119359,38.12979038,0.060047591,15.36919554,3.577119359,0.17857227,21.24271885
Denmark7048,0.114,0.232,0.351,3.351,152,2,2,6,7,5.666666667,5.666666667,5.666666667,8.25,8.25,8.25,8.25,3.75,3.75,3.75,431.205,0.033,0,0.179596801,1.816567465,0.06106715,14.46018033,0.179596801,0.182577134,19.79434959
Denmark7049,0.116,0.235,0.357,3.357,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,13.967,0,0,3.393245219,27.76446594,0.06197293,11.69830901,3.393245219,0.1846338,16.02645079
Denmark7050,0.115,0.233,0.353,3.353,241,33,42,26,19,21.33333333,21.33333333,21.33333333,20.25,20.25,20.25,20.25,13,13,13,1159.576,0.033,0,0.995275036,4.433578536,0.052166569,6.581690443,0.995275036,0.19561858,8.475735404
Denmark7052,0.111,0.224,0.338,3.338,711,112,78,63,61,69,69,69,54.5,54.5,54.5,54.5,47,47,47,2025.106,0.033,0,8.12526345,71.84285958,0.059680567,12.72364229,8.12526345,0.181489356,17.39961753
Denmark7287,0.123,0.249,0.379,3.379,3,1,1,1,5,0,0,0,0.25,0.25,0.25,0.25,1,1,1,68.322,0.033,0,33.95642779,574.6824969,0.059556016,24.95839837,33.95642779,0.169315979,34.72762621
Denmark7296,0.124,0.25,0.38,3.38,8,3,1,1,2,0,0,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,129.331,0.033,0,0.904132282,10.15809472,0.063807059,15.95701124,0.904132282,0.186981204,22.06433116
Denmark7034,0.115,0.233,0.353,3.353,1,2,4,1,1,0.333333333,0.333333333,0.333333333,1,1,1,1,1.25,1.25,1.25,110.535,0,0,1.253884965,14.86889583,0.058692376,17.15707956,1.253884965,0.180254603,23.44044043
Denmark7036,0.13,0.266,0.406,3.406,272,72,66,53,54,24.66666667,24.66666667,24.66666667,22.25,22.25,22.25,22.25,26.25,26.25,26.25,58.618,0,0,4.82359405,53.69923198,0.062541256,15.95970664,4.82359405,0.185947724,22.022451
Denmark7051,0.13,0.266,0.405,3.405,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.776,0,0,17.29656538,229.9788073,0.061162519,19.20238759,17.29656538,0.177801585,26.46104284
Denmark7059,0.119,0.241,0.365,3.365,119,19,18,25,5,9.666666667,9.666666667,9.666666667,7.25,7.25,7.25,7.25,7.75,7.75,7.75,367.36,0.033,0,1.487430979,19.55981392,0.060490134,18.95250523,1.487430979,0.178904737,26.05682466
Denmark7060,0.112,0.225,0.34,3.34,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,18.603,0,0,0.055957868,0.724346793,0.05929841,18.80222264,0.055957868,0.179342438,25.82225615
Denmark7061,0.112,0.226,0.341,3.341,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,79.015,0.033,0,2.331465968,32.22052026,0.061269208,19.93974788,2.331465968,0.177542753,27.49133919
Denmark7062,0.113,0.23,0.348,3.348,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,23.195,0,0,0.049437881,0.723654154,0.054846741,21.38379348,0.049437881,0.173523494,29.08762197
Denmark7063,0.111,0.224,0.338,3.338,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,153.463,0.033,0,0.063742066,0.725463841,0.058916301,16.38693914,0.063742066,0.176306069,22.68627435
Denmark7064,0.116,0.234,0.354,3.354,1,1,1,1,1,1.666666667,1.666666667,1.666666667,0,0,0,0,0,0,0,8.948,0,0,6.796287725,111.4274693,0.059499904,24.19810053,6.796287725,0.17288084,33.15944575
Denmark7065,0.115,0.232,0.351,3.351,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,31.127,0.033,0,6.53804541,90.86716159,0.058766473,20.40481333,6.53804541,0.177004537,27.66103046
Denmark7066,0.117,0.238,0.361,3.361,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,20.775,0,0,14.72085921,241.6608674,0.057131219,24.46422828,14.72085921,0.173096852,33.07021163
Denmark7067,0.114,0.23,0.349,3.349,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,36.04,0.033,0,5.346349515,86.41282077,0.058915349,23.96228115,5.346349515,0.17013627,32.99229355
Denmark7068,0.113,0.228,0.345,3.345,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.708,0,0,1.365956147,26.04353388,0.057498872,28.50199067,1.365956147,0.168757778,38.85911775
Denmark7069,0.114,0.231,0.349,3.349,42,4,2,10,3,1,1,1,2.75,2.75,2.75,2.75,2.25,2.25,2.25,98.91,0.033,0,14.54597087,177.9792299,0.060102481,17.66269038,14.54597087,0.177194121,24.38800491
Denmark7070,0.11,0.22,0.332,3.332,8,3,1,1,1,0,0,0,0,0,0,0,0,0,0,13.926,0,0,13.91641649,223.4198976,0.058289552,23.9381406,13.91641649,0.17307175,32.48351196
Denmark7071,0.113,0.227,0.344,3.344,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,18.568,0.033,0,27.92462991,480.3541354,0.058176227,25.49208043,27.92462991,0.168459425,35.26214188
Denmark7072,0.123,0.249,0.379,3.379,65,6,3,6,2,1.333333333,1.333333333,1.333333333,1.25,1.25,1.25,1.25,1,1,1,78.92,0,0,4.447797473,65.48975738,0.060810255,21.47917794,4.447797473,0.177275025,29.2323391
Denmark7073,0.127,0.259,0.394,3.394,3,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0,0,0,3.897,0,0,5.222526787,96.41198555,0.058380299,27.61771865,5.222526787,0.16725078,38.05695754
Denmark7074,0.129,0.263,0.401,3.401,9,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0,0,0,4.825,0,0,4.535530177,64.42774634,0.05911988,20.89165674,4.535530177,0.175703565,28.40998992
Denmark7075,0.165,0.341,0.525,3.525,15,1,1,1,1,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.5,0,0,0,3.192,0,0,18.61071842,277.4599269,0.058534289,21.98892606,18.61071842,0.175020875,29.82748555
Denmark7076,0.137,0.28,0.428,3.428,3,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0,0,0,4.811,0,0,0.102894935,1.806429098,0.058950397,25.62653402,0.102894935,0.171730889,35.02738004
Denmark7077,0.123,0.251,0.381,3.381,13,1,1,1,1,0.333333333,0.333333333,0.333333333,0.25,0.25,0.25,0.25,0.5,0.5,0.5,19.146,0.033,0,44.75081065,573.8931885,0.060909594,18.36672606,44.75081065,0.180178387,25.30049724
Denmark7078,0.118,0.238,0.361,3.361,6,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,43.7,0,0,29.07183059,340.2487223,0.061234353,16.76599113,29.07183059,0.180688414,23.0645149
Denmark7079,0.123,0.251,0.382,3.382,38,16,18,1,4,1,1,1,0.25,0.25,0.25,0.25,0.5,0.5,0.5,62.388,0.033,0,18.17313781,194.5826863,0.063575966,15.24817413,18.17313781,0.182214917,21.26906851
Denmark8541,0.156,0.32,0.49,3.49,32,5,2,4,1,1.666666667,1.666666667,1.666666667,1.5,1.5,1.5,1.5,1.75,1.75,1.75,102.265,31.962,0,0.997497523,13.04249681,0.061049694,18.73270168,0.997497523,0.178655254,25.81719087
Denmark8545,0.148,0.302,0.461,3.461,54,7,4,10,7,5,5,5,3.25,3.25,3.25,3.25,2.75,2.75,2.75,155.428,31.962,0,28.29069384,436.9610303,0.058828294,22.91293915,28.29069384,0.173328783,31.27574457
Denmark8546,0.158,0.323,0.495,3.495,66,5,9,4,6,4.333333333,4.333333333,4.333333333,5,5,5,5,4,4,4,130.265,31.962,0,4.43170425,58.31519625,0.061030402,18.90720582,4.43170425,0.179138116,26.05786328
Denmark8548,0.16,0.328,0.503,3.503,24,4,2,2,4,2.333333333,2.333333333,2.333333333,2.5,2.5,2.5,2.5,0.75,0.75,0.75,81.359,31.962,0,11.48232741,117.3607817,0.060734454,14.66082218,11.48232741,0.178636061,20.24072973
Denmark8551,0.213,0.441,0.681,3.681,25,3,3,1,2,2.333333333,2.333333333,2.333333333,2.25,2.25,2.25,2.25,2.25,2.25,2.25,96.958,31.962,0,1.041649246,13.40478222,0.058894138,18.57890217,1.041649246,0.179489597,25.50384814
Denmark8553,0.178,0.366,0.563,3.563,34,2,7,4,4,3.666666667,3.666666667,3.666666667,3.25,3.25,3.25,3.25,3.5,3.5,3.5,72.399,31.962,0,49.95101134,447.0981186,0.059450052,12.94942805,49.95101134,0.186518836,17.48449753
Iceland8269,0.141,0.287,0.437,3.437,174,77,60,75,82,62.33333333,62.33333333,62.33333333,52.75,52.75,52.75,52.75,61,61,61,438.748,2.219,2.325,12.75658599,146.938696,0.068261095,16.68313516,12.75658599,0.191493735,23.24103636
Iceland8270,0.129,0.263,0.4,3.4,172,64,66,62,84,77.66666667,77.66666667,77.66666667,104.75,104.75,104.75,104.75,109.75,109.75,109.75,826.25,4.036,660,2.161393896,26.81444741,0.061916991,17.90618822,2.161393896,0.18255334,24.7048099
Iceland8271,0.123,0.249,0.377,3.377,512,89,76,61,50,49.66666667,49.66666667,49.66666667,59.75,59.75,59.75,59.75,70.75,70.75,70.75,783.866,1.497,0,0.636509325,6.546400961,0.063087854,14.51019426,0.636509325,0.185564024,19.99826032
Iceland8256,0.149,0.305,0.467,3.467,299,135,97,104,89,98,98,98,106.5,106.5,106.5,106.5,123.25,123.25,123.25,926.305,1.699,1.3725,0.52389438,5.454824043,0.062577195,14.73816549,0.52389438,0.182755867,20.32780203
Iceland8267,0.131,0.266,0.405,3.405,308,76,73,58,55,50.66666667,50.66666667,50.66666667,41.25,41.25,41.25,41.25,42.75,42.75,42.75,1991.695,1.394,87.15,0.517242031,5.446838595,0.062361527,14.92771404,0.517242031,0.184965871,20.51692649
Iceland8266,0.215,0.446,0.69,3.69,248,322,96,103,102,101.6666667,101.6666667,101.6666667,92.75,92.75,92.75,92.75,103.5,103.5,103.5,202.204,0.169,0,0.159243813,1.457229426,0.060707482,12.92672498,0.159243813,0.191496811,17.15041689
Iceland8268,0.145,0.297,0.454,3.454,277,100,58,71,73,54.33333333,54.33333333,54.33333333,58,58,58,58,70.75,70.75,70.75,433.223,0.788,0,1.45456385,10.60232406,0.063795825,10.20872933,1.45456385,0.192010023,13.78355657
Iceland8255,0.149,0.304,0.464,3.464,4,3,1,8,6,6.666666667,6.666666667,6.666666667,4.75,4.75,4.75,4.75,5.75,5.75,5.75,76.113,3.049,0,4.261264044,29.27452988,0.061188809,9.758187803,4.261264044,0.192662331,13.0118565
Iceland8257,0.26,0.543,0.843,3.843,7,2,4,6,3,1,1,1,1.25,1.25,1.25,1.25,0.5,0.5,0.5,17.718,886.58,0.06,37.10754813,410.1936994,0.060324006,15.91466117,37.10754813,0.181121156,21.83645943
Iceland8258,0.231,0.479,0.742,3.742,1,1,1,1,1,0.666666667,0.666666667,0.666666667,0,0,0,0,0.5,0.5,0.5,2.18,277.169,0,39.99709387,403.0282769,0.062931075,14.36967198,39.99709387,0.182189563,19.79996075
Iceland8259,0.136,0.277,0.423,3.423,1,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0.5,0.5,0.5,14.276,0.563,0,13.24628503,160.2409338,0.060052416,17.54365077,13.24628503,0.173612717,24.35419177
Iceland8260,0.185,0.381,0.586,3.586,24,24,19,30,24,18,18,18,21,21,21,21,20,20,20,198.738,40.238,0.003,4.669430153,55.1289477,0.059500049,17.11718054,4.669430153,0.180062706,23.36842806
Iceland8265,0.179,0.369,0.567,3.567,338,260,233,214,195,169.6666667,169.6666667,169.6666667,132.25,132.25,132.25,132.25,132.75,132.75,132.75,510.383,3.717,0.405,26.49562752,301.7352292,0.062209049,16.34463367,26.49562752,0.18236624,22.21173433
Iceland8261,0.247,0.515,0.8,3.8,1,1,2,1,1,0.666666667,0.666666667,0.666666667,1.25,1.25,1.25,1.25,1,1,1,10.358,406.473,0,13.00847631,167.425184,0.059850365,18.75360058,13.00847631,0.181094971,25.25077903
Iceland8262,0.298,0.624,0.971,3.971,4,3,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.25,0.25,0.25,5.039,1376.24,0,1.519278145,21.71848415,0.056264375,21.2588453,1.519278145,0.180012395,28.09135485
Iceland8263,0.195,0.404,0.623,3.623,1,3,3,1,1,4.333333333,4.333333333,4.333333333,2.5,2.5,2.5,2.5,2.5,2.5,2.5,24.172,944.464,0,11.03821072,143.4848038,0.056033985,19.36120893,11.03821072,0.177195152,25.87149971
Iceland8264,0.132,0.268,0.407,3.407,17,5,6,3,3,5.333333333,5.333333333,5.333333333,4.5,4.5,4.5,4.5,3.5,3.5,3.5,74.508,27.381,0,0.280979732,4.340427574,0.060326738,22.39018253,0.280979732,0.173487289,30.80742041
Norway8946,0.127,0.259,0.395,3.395,1881,107,75,118,139,84.66666667,84.66666667,84.66666667,126.75,126.75,126.75,126.75,117,117,117,2737.206,0.16,0,0.855261895,13.38154657,0.059406957,23.02121922,0.855261895,0.176512474,31.21124383
Norway9090,0.211,0.443,0.686,3.686,158,1,1,1,1,0.333333333,0.333333333,0.333333333,1,1,1,1,0.25,0.25,0.25,146.362,0,0,25.9885345,263.4958491,0.062272155,14.36617758,25.9885345,0.184755446,19.75181365
Norway9109,0.15,0.309,0.473,3.473,26,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,1.5,1.5,1.5,64.164,0,0,13.43053593,164.9823118,0.057058202,18.02935885,13.43053593,0.181524109,24.04731564
Norway9183,0.138,0.284,0.433,3.433,1098,86,50,69,71,54.33333333,54.33333333,54.33333333,52.25,52.25,52.25,52.25,60.75,60.75,60.75,2119.861,0,0,16.75410234,208.8429897,0.060932207,18.07949005,16.75410234,0.179031166,24.7683317
Norway9130,0.182,0.377,0.582,3.582,99,3,1,1,3,1.333333333,1.333333333,1.333333333,0.75,0.75,0.75,0.75,0.75,0.75,0.75,114.133,0,0,4.044237966,49.67177137,0.059813981,17.86542108,4.044237966,0.178743834,24.34709093
Norway9135,0.147,0.301,0.462,3.462,38,1,1,1,1,0,0,0,0,0,0,0,0,0,0,76.888,0,0,5.672483308,83.94828527,0.059459557,21.85181605,5.672483308,0.173251115,29.93644933
Norway9205,0.2,0.418,0.647,3.647,29,8,9,1,1,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,1,60.302,0,0,121.009179,1425.288661,0.058618507,17.32759856,121.009179,0.177628855,23.57230959
Norway9184,0.121,0.246,0.373,3.373,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,13.9,0,0,12.61310748,154.099993,0.058099633,17.98371308,12.61310748,0.1786779,24.19752989
Norway9185,0.125,0.254,0.386,3.386,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,18.554,0,0,6.614871766,106.9689308,0.058785553,23.87149588,6.614871766,0.169354904,33.13048021
Norway9186,0.132,0.269,0.411,3.411,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.644,0,0,8.384704483,118.3997629,0.060467853,20.64898652,8.384704483,0.176598593,28.36677439
Norway9187,0.153,0.316,0.484,3.484,186,1,2,1,1,0,0,0,3.5,3.5,3.5,3.5,1,1,1,51.901,0,0,20.39727771,192.7347813,0.061893753,13.58688378,20.39727771,0.187870154,18.66084208
Norway9188,0.209,0.436,0.676,3.676,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6.052,0,0,47.45421362,622.9427875,0.054894556,19.71691369,47.45421362,0.176451317,26.30578432
Norway9189,0.254,0.534,0.831,3.831,122,2,2,1,2,1,1,1,1,1,1,1,1.5,1.5,1.5,19.132,0,0,14.43003635,183.4302087,0.060877962,18.54364984,14.43003635,0.175007648,25.67144775
Norway9227,0.181,0.376,0.581,3.581,418,1,1,1,2,1,1,1,0,0,0,0,0.5,0.5,0.5,90.515,0,0,25.95457107,294.6950563,0.055913083,16.872581,25.95457107,0.179470407,22.42242799
Norway9255,0.156,0.322,0.493,3.493,3084,22,1,1,11,8.333333333,8.333333333,8.333333333,7.75,7.75,7.75,7.75,1.25,1.25,1.25,489.254,0,0,9.732170126,106.0614448,0.056931542,16.04638157,9.732170126,0.180318963,21.51948047
Norway8935,0.145,0.299,0.457,3.457,21,1,4,2,2,0.666666667,0.666666667,0.666666667,1.75,1.75,1.75,1.75,0.75,0.75,0.75,86.095,0.022,0.21,1.167687156,9.835585096,0.062470896,12.05460712,1.167687156,0.192319579,16.46805744
Norway8936,0.164,0.34,0.522,3.522,25,2,2,1,5,0.666666667,0.666666667,0.666666667,0.25,0.25,0.25,0.25,0.5,0.5,0.5,84.602,0,0,3.725722698,32.76297185,0.0613825,12.68941109,3.725722698,0.187361575,17.42855412
Norway8944,0.147,0.302,0.462,3.462,574,14,20,27,37,48.33333333,48.33333333,48.33333333,41.75,41.75,41.75,41.75,40,40,40,449.92,0,323.814,0.112282771,0.733297535,0.055830223,9.472855819,0.112282771,0.191138877,12.22165967
Norway8967,0.128,0.261,0.397,3.397,1888,242,155,139,187,150.6666667,150.6666667,150.6666667,174.5,174.5,174.5,174.5,192.25,192.25,192.25,2670.597,0.16,0,0.177934763,1.817009383,0.058036915,14.60846835,0.177934763,0.178647765,20.04457692
Norway8968,0.182,0.379,0.585,3.585,14,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,23.338,0,0,11.84790022,159.7688401,0.059753895,19.80294719,11.84790022,0.175640388,27.22731374
Norway8969,0.143,0.293,0.449,3.449,201,10,16,13,16,14,14,14,28.25,28.25,28.25,28.25,22.5,22.5,22.5,544.261,0.16,0,54.56439887,660.0016152,0.058925217,17.69333508,54.56439887,0.178900922,23.96416441
Norway8947,0.15,0.309,0.474,3.474,70,1,1,1,1,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,52.505,0,0,2.246974895,35.79689593,0.058844668,23.70782784,2.246974895,0.170711959,32.49946562
Norway8948,0.119,0.243,0.368,3.368,117,1,1,1,8,0.333333333,0.333333333,0.333333333,5.25,5.25,5.25,5.25,1.75,1.75,1.75,155.36,0.16,0,10.45294331,84.56846772,0.062276545,11.55530602,10.45294331,0.192028389,15.83288285
Norway8949,0.115,0.232,0.351,3.351,15,1,1,1,2,0,0,0,0.25,0.25,0.25,0.25,0,0,0,15.67,0,0,25.48518213,286.7632341,0.060260111,16.34091451,25.48518213,0.180694129,22.12064532
Norway8950,0.13,0.266,0.406,3.406,17,1,1,1,2,0,0,0,0.5,0.5,0.5,0.5,0,0,0,12.854,0,0,24.80493869,128.1834852,0.056897911,7.582039222,24.80493869,0.193145827,9.942528047
Norway8951,0.134,0.275,0.419,3.419,12,1,1,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.141,0,0,0.276587362,1.829187719,0.072070712,9.397239022,0.276587362,0.207604215,12.91947041
Norway8952,0.14,0.287,0.439,3.439,141,1,2,2,8,0,0,0,7,7,7,7,2.75,2.75,2.75,59.01,0.16,0,55.25391893,417.1435002,0.063082283,10.75841347,55.25391893,0.191265964,14.80659529
Norway8953,0.13,0.265,0.404,3.404,11,1,1,1,8,0,0,0,2.25,2.25,2.25,2.25,0.75,0.75,0.75,32.668,0,0,44.43163884,427.5323991,0.06152965,13.88397922,44.43163884,0.188561947,18.87129754
Norway8954,0.118,0.238,0.36,3.36,36,1,1,1,5,0,0,0,0.75,0.75,0.75,0.75,0.25,0.25,0.25,34.211,0.16,0,53.99299814,428.0953764,0.062507194,11.33127652,53.99299814,0.188817714,15.63321262
Norway8955,0.123,0.251,0.382,3.382,46,1,1,1,5,0,0,0,0.5,0.5,0.5,0.5,0.75,0.75,0.75,28.208,0,0,21.76372457,167.462145,0.062973076,10.9594579,21.76372457,0.190346043,15.15013975
Norway8956,0.128,0.261,0.397,3.397,50,1,1,1,4,0,0,0,1.25,1.25,1.25,1.25,0.75,0.75,0.75,18.657,0.16,0,13.44159642,133.7912908,0.057769536,14.54280327,13.44159642,0.183650116,19.51421683
Norway8957,0.146,0.3,0.459,3.459,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,9.279,0,0,227.9900518,2911.30055,0.059851396,18.77033906,227.9900518,0.176181579,25.76882707
Norway8958,0.135,0.277,0.422,3.422,37,1,1,1,1,1.333333333,1.333333333,1.333333333,0.25,0.25,0.25,0.25,0.75,0.75,0.75,65.732,0.16,0,2.067711025,22.15149972,0.059518809,15.35996522,2.067711025,0.182200583,21.06519101
